1,-0.000763,0.002289,-0.001984,0.000305,-0.000000,-0.009766,0.025940,0.020142
2,-0.002289,0.000610,-0.000458,0.000458,0.000153,-0.010376,0.006256,0.018158
3,-0.001678,0.003967,0.001831,0.000153,-0.000000,-0.001221,0.000458,0.009461
4,-0.002899,0.001831,-0.002899,0.000153,-0.000153,0.000763,-0.010223,-0.009766
5,-0.002747,0.000916,-0.003662,0.000153,-0.000000,-0.000153,-0.005035,-0.025024
6,-0.001984,-0.002594,-0.002136,0.000000,-0.000153,-0.004730,-0.001831,-0.015869
7,0.001221,0.000610,0.003967,0.000305,0.000000,-0.003357,-0.006104,-0.012665
8,-0.001373,0.003510,0.003052,0.000305,-0.000153,0.005188,-0.004272,-0.001678
9,-0.001984,0.000305,0.000916,0.000000,-0.000153,0.002594,-0.008087,0.005493
10,-0.000916,0.001831,0.001678,0.000000,-0.000000,-0.000458,-0.017853,0.043336
11,0.001373,0.003052,-0.001373,0.000000,0.000000,-0.002441,-0.000153,0.044556
12,-0.003052,0.003204,0.002899,0.000153,-0.000000,-0.005341,0.001831,0.035554
13,-0.005035,0.000305,0.000916,0.000153,0.000000,-0.005188,-0.004730,0.025330
14,-0.006256,-0.001831,0.002136,0.000000,0.000153,0.008087,0.020600,0.002136
15,-0.006104,-0.002899,-0.000153,0.000305,0.000000,0.018921,0.048066,-0.048982
16,-0.003204,-0.000000,-0.000305,0.000305,-0.000153,0.023499,0.021820,-0.034944
17,-0.006866,-0.001526,-0.002441,0.000305,0.000153,0.003204,-0.020447,-0.049439
18,-0.000458,-0.002441,0.000458,0.000000,-0.000000,-0.005951,-0.010071,-0.091096
19,0.000305,-0.000458,0.001831,0.000153,0.000153,-0.002441,-0.007019,-0.000000
20,0.000458,-0.000458,0.000153,0.000153,-0.000000,0.001221,-0.013428,0.033265
21,0.001373,-0.001984,0.000305,0.000153,0.000000,0.001221,-0.011444,0.032959
22,-0.000610,0.000763,0.000610,0.000153,0.000153,0.002441,-0.010529,0.018006
23,-0.002594,-0.000000,-0.000305,0.000000,0.000000,0.003967,-0.003967,0.000458
24,-0.001831,0.000305,0.003510,0.000458,0.000000,-0.001678,-0.010223,-0.007172
25,-0.005341,-0.001831,0.004273,0.000153,-0.000000,-0.002747,-0.007935,0.025330
26,-0.007324,0.001068,-0.000458,0.000153,-0.000000,-0.005646,-0.016479,0.081331
27,-0.003204,0.000610,0.000916,0.000153,-0.000153,-0.004883,0.003967,0.028687
28,-0.005035,-0.001221,0.004425,0.000153,-0.000153,-0.000610,0.018311,-0.041352
29,-0.001068,-0.002594,0.007172,0.000153,0.000000,-0.006256,0.027771,-0.039674
30,-0.000305,-0.003510,0.002136,0.000153,-0.000000,-0.002136,0.024720,-0.065766
31,0.000305,0.000153,0.001831,0.000000,-0.000000,0.002747,0.015259,-0.007629
32,-0.001678,-0.000610,0.000458,0.000000,-0.000000,0.005341,0.015717,0.064851
33,-0.002899,-0.005951,-0.003357,0.000000,-0.000305,0.004120,-0.000610,0.059052
34,-0.002289,-0.000763,-0.000458,0.000153,0.000153,0.001221,-0.000153,0.025483
35,0.000763,0.000153,-0.002136,0.000153,-0.000000,-0.001373,0.001221,-0.027924
36,0.001984,-0.000000,0.000610,0.000305,0.000000,-0.012360,-0.011139,-0.164950
37,-0.003510,0.002441,-0.004730,0.000000,-0.000153,-0.006561,-0.017548,-0.032960
