,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
2750,0.978027,0.060547,0.254883,-0.488281,1.098633,-2.014160,-0.173584,-0.604828,0.098969,-0.770844,-75.217896,144.618530,1.000488,-0.070801,-0.171387,0.000000,0.488281,0.000000,0.074738,-0.760925,-0.035217,-0.643524,-79.947510,-14.128418,0.996094,0.127930,0.024902,-0.305176,0.610352,-0.427246,-0.208984,0.636383,0.288147,0.684296,-82.496338,141.784058
2760,0.978027,0.060547,0.254883,-0.488281,1.098633,-2.014160,-0.173584,-0.604828,0.098969,-0.770844,-75.217896,144.618530,1.000488,-0.070801,-0.171387,0.000000,0.488281,0.000000,0.074738,-0.760925,-0.035217,-0.643524,-79.947510,-14.128418,0.996094,0.127930,0.024902,-0.305176,0.610352,-0.427246,-0.208984,0.636383,0.288147,0.684296,-82.496338,141.784058
2770,0.978027,0.060547,0.254883,-0.488281,1.098633,-2.014160,-0.173584,-0.604828,0.098969,-0.770844,-75.217896,144.618530,1.000488,-0.070801,-0.171387,0.000000,0.488281,0.000000,0.074738,-0.760925,-0.035217,-0.643524,-79.947510,-14.128418,0.996094,0.127930,0.024902,-0.305176,0.610352,-0.427246,-0.208984,0.636383,0.288147,0.684296,-82.496338,141.784058
2780,0.978027,0.060547,0.254883,-0.488281,1.098633,-2.014160,-0.174103,-0.604614,0.098663,-0.770935,-75.157471,144.382324,1.005859,-0.077148,-0.171387,-0.427246,0.305176,-0.122070,0.074768,-0.760956,-0.035217,-0.643463,-79.936523,-14.128418,0.989746,0.125488,0.028320,-0.854492,0.366211,-0.427246,-0.208618,0.636383,0.287842,0.684540,-82.479858,141.888428
2790,0.978027,0.060547,0.254883,-0.488281,1.098633,-2.014160,-0.174103,-0.604614,0.098663,-0.770935,-75.157471,144.382324,1.005859,-0.077148,-0.171387,-0.427246,0.305176,-0.122070,0.074768,-0.760956,-0.035217,-0.643463,-79.936523,-14.128418,0.989746,0.125488,0.028320,-0.854492,0.366211,-0.427246,-0.208618,0.636383,0.287842,0.684540,-82.479858,141.888428
2800,0.978027,0.060547,0.254883,-0.488281,1.098633,-2.014160,-0.174103,-0.604614,0.098663,-0.770935,-75.157471,144.382324,1.005859,-0.077148,-0.171387,-0.427246,0.305176,-0.122070,0.074768,-0.760956,-0.035217,-0.643463,-79.936523,-14.128418,0.989746,0.125488,0.028320,-0.854492,0.366211,-0.427246,-0.208618,0.636383,0.287842,0.684540,-82.479858,141.888428
2810,0.978027,0.062012,0.254395,-0.549316,0.061035,-1.892090,-0.174622,-0.604645,0.098358,-0.770844,-75.140991,144.168091,1.003906,-0.074219,-0.147949,0.183105,0.610352,0.000000,0.075226,-0.760773,-0.035645,-0.643616,-79.958496,-14.150391,0.999023,0.129395,0.029785,0.305176,0.122070,-0.305176,-0.208252,0.636414,0.287567,0.684723,-82.468872,141.921387
2820,0.978027,0.062012,0.254395,-0.549316,0.061035,-1.892090,-0.174622,-0.604645,0.098358,-0.770844,-75.140991,144.168091,1.003906,-0.074219,-0.147949,0.183105,0.610352,0.000000,0.075226,-0.760773,-0.035645,-0.643616,-79.958496,-14.150391,0.999023,0.129395,0.029785,0.305176,0.122070,-0.305176,-0.208252,0.636414,0.287567,0.684723,-82.468872,141.921387
2830,0.978027,0.062012,0.254395,-0.549316,0.061035,-1.892090,-0.174622,-0.604645,0.098358,-0.770844,-75.140991,144.168091,1.003906,-0.074219,-0.147949,0.183105,0.610352,0.000000,0.075226,-0.760773,-0.035645,-0.643616,-79.958496,-14.150391,0.999023,0.129395,0.029785,0.305176,0.122070,-0.305176,-0.208252,0.636414,0.287567,0.684723,-82.468872,141.921387
2840,0.974609,0.062988,0.255859,-0.488281,-0.732422,-1.647949,-0.175018,-0.604767,0.098206,-0.770691,-75.140991,143.959351,1.011230,-0.066406,-0.163086,0.000000,0.427246,-0.122070,0.075226,-0.760681,-0.035675,-0.643738,-79.980469,-14.166870,0.999023,0.131348,0.028809,0.000000,0.183105,-0.366211,-0.207947,0.636383,0.287384,0.684937,-82.452393,141.965332
2850,0.974609,0.062988,0.255859,-0.488281,-0.732422,-1.647949,-0.175018,-0.604767,0.098206,-0.770691,-75.140991,143.959351,1.011230,-0.066406,-0.163086,0.000000,0.427246,-0.122070,0.075226,-0.760681,-0.035675,-0.643738,-79.980469,-14.166870,0.999023,0.131348,0.028809,0.000000,0.183105,-0.366211,-0.207947,0.636383,0.287384,0.684937,-82.452393,141.965332
2860,0.974609,0.062988,0.255859,-0.488281,-0.732422,-1.647949,-0.175018,-0.604767,0.098206,-0.770691,-75.140991,143.959351,1.011230,-0.066406,-0.163086,0.000000,0.427246,-0.122070,0.075226,-0.760681,-0.035675,-0.643738,-79.980469,-14.166870,0.999023,0.131348,0.028809,0.000000,0.183105,-0.366211,-0.207947,0.636383,0.287384,0.684937,-82.452393,141.965332
2870,0.974609,0.063477,0.254883,-0.366211,-1.037598,-1.403809,-0.175415,-0.604950,0.098022,-0.770447,-75.151978,143.723145,1.004883,-0.067383,-0.161133,0.000000,0.305176,-0.244141,0.075043,-0.760590,-0.035583,-0.643860,-79.996948,-14.172363,0.990723,0.125488,0.030762,-0.122070,-0.122070,-0.366211,-0.207611,0.636444,0.287201,0.685059,-82.435913,141.959839
2880,0.974609,0.063477,0.254883,-0.366211,-1.037598,-1.403809,-0.175415,-0.604950,0.098022,-0.770447,-75.151978,143.723145,1.004883,-0.067383,-0.161133,0.000000,0.305176,-0.244141,0.075043,-0.760590,-0.035583,-0.643860,-79.996948,-14.172363,0.990723,0.125488,0.030762,-0.122070,-0.122070,-0.366211,-0.207611,0.636444,0.287201,0.685059,-82.435913,141.959839
2890,0.974609,0.063477,0.254883,-0.366211,-1.037598,-1.403809,-0.175415,-0.604950,0.098022,-0.770447,-75.151978,143.723145,1.004883,-0.067383,-0.161133,0.000000,0.305176,-0.244141,0.075043,-0.760590,-0.035583,-0.643860,-79.996948,-14.172363,0.990723,0.125488,0.030762,-0.122070,-0.122070,-0.366211,-0.207611,0.636444,0.287201,0.685059,-82.435913,141.959839
2900,0.974609,0.063477,0.254883,-0.366211,-1.037598,-1.403809,-0.175415,-0.604950,0.098022,-0.770447,-75.151978,143.723145,1.004883,-0.067383,-0.161133,0.000000,0.305176,-0.244141,0.075043,-0.760590,-0.035583,-0.643860,-79.996948,-14.172363,0.990723,0.125488,0.030762,-0.122070,-0.122070,-0.366211,-0.207611,0.636444,0.287201,0.685059,-82.435913,141.959839
2910,0.974609,0.064453,0.252441,-0.183105,-1.037598,-1.098633,-0.175690,-0.605164,0.097900,-0.770233,-75.168457,143.541870,1.005859,-0.077637,-0.165527,0.000000,0.488281,-0.183105,0.075195,-0.760498,-0.035767,-0.643951,-80.013428,-14.161377,0.996582,0.129883,0.025879,0.366211,-0.061035,-0.183105,-0.207489,0.636475,0.287140,0.685089,-82.430420,141.921387
2920,0.974609,0.064453,0.252441,-0.183105,-1.037598,-1.098633,-0.175690,-0.605164,0.097900,-0.770233,-75.168457,143.541870,1.005859,-0.077637,-0.165527,0.000000,0.488281,-0.183105,0.075195,-0.760498,-0.035767,-0.643951,-80.013428,-14.161377,0.996582,0.129883,0.025879,0.366211,-0.061035,-0.183105,-0.207489,0.636475,0.287140,0.685089,-82.430420,141.921387
2930,0.974609,0.064453,0.252441,-0.183105,-1.037598,-1.098633,-0.175690,-0.605164,0.097900,-0.770233,-75.168457,143.541870,1.005859,-0.077637,-0.165527,0.000000,0.488281,-0.183105,0.075195,-0.760498,-0.035767,-0.643951,-80.013428,-14.161377,0.996582,0.129883,0.025879,0.366211,-0.061035,-0.183105,-0.207489,0.636475,0.287140,0.685089,-82.430420,141.921387
2940,0.974609,0.064453,0.252441,-0.183105,-1.037598,-1.098633,-0.175903,-0.605377,0.097778,-0.770050,-75.190430,143.360596,1.003906,-0.069336,-0.166992,0.976562,0.549316,-0.122070,0.075348,-0.760406,-0.035919,-0.644012,-80.024414,-14.177856,0.994141,0.130859,0.023438,-0.183105,-0.061035,-0.305176,-0.207489,0.636414,0.287292,0.685059,-82.419434,141.893921
2950,0.974609,0.064453,0.252441,-0.183105,-1.037598,-1.098633,-0.175903,-0.605377,0.097778,-0.770050,-75.190430,143.360596,1.003906,-0.069336,-0.166992,0.976562,0.549316,-0.122070,0.075348,-0.760406,-0.035919,-0.644012,-80.024414,-14.177856,0.994141,0.130859,0.023438,-0.183105,-0.061035,-0.305176,-0.207489,0.636414,0.287292,0.685059,-82.419434,141.893921
2960,0.974609,0.064453,0.252441,-0.183105,-1.037598,-1.098633,-0.175903,-0.605377,0.097778,-0.770050,-75.190430,143.360596,1.003906,-0.069336,-0.166992,0.976562,0.549316,-0.122070,0.075348,-0.760406,-0.035919,-0.644012,-80.024414,-14.177856,0.994141,0.130859,0.023438,-0.183105,-0.061035,-0.305176,-0.207489,0.636414,0.287292,0.685059,-82.419434,141.893921
2970,0.976074,0.064453,0.250000,-0.061035,-0.732422,-0.915527,-0.176086,-0.605591,0.097626,-0.769836,-75.206909,143.228760,1.000977,-0.062988,-0.166992,0.061035,0.244141,-0.122070,0.075256,-0.760376,-0.035858,-0.644104,-80.035400,-14.194336,0.993652,0.131348,0.027344,0.122070,0.061035,-0.183105,-0.207428,0.636414,0.287354,0.685089,-82.413940,141.882935
2980,0.976074,0.064453,0.250000,-0.061035,-0.732422,-0.915527,-0.176086,-0.605591,0.097626,-0.769836,-75.206909,143.228760,1.000977,-0.062988,-0.166992,0.061035,0.244141,-0.122070,0.075256,-0.760376,-0.035858,-0.644104,-80.035400,-14.194336,0.993652,0.131348,0.027344,0.122070,0.061035,-0.183105,-0.207428,0.636414,0.287354,0.685089,-82.413940,141.882935
2990,0.976074,0.064453,0.250000,-0.061035,-0.732422,-0.915527,-0.176086,-0.605591,0.097626,-0.769836,-75.206909,143.228760,1.000977,-0.062988,-0.166992,0.061035,0.244141,-0.122070,0.075256,-0.760376,-0.035858,-0.644104,-80.035400,-14.194336,0.993652,0.131348,0.027344,0.122070,0.061035,-0.183105,-0.207428,0.636414,0.287354,0.685089,-82.413940,141.882935
3000,0.978027,0.064453,0.248535,0.000000,-0.061035,-0.793457,-0.176239,-0.605682,0.097504,-0.769745,-75.212402,143.118896,1.006348,-0.060547,-0.166992,0.061035,0.610352,-0.244141,0.074799,-0.760345,-0.035522,-0.644196,-80.046387,-14.199829,0.998535,0.126465,0.025391,-0.122070,0.183105,-0.122070,-0.207367,0.636353,0.287354,0.685150,-82.402954,141.893921
3010,0.978027,0.064453,0.248535,0.000000,-0.061035,-0.793457,-0.176239,-0.605682,0.097504,-0.769745,-75.212402,143.118896,1.006348,-0.060547,-0.166992,0.061035,0.610352,-0.244141,0.074799,-0.760345,-0.035522,-0.644196,-80.046387,-14.199829,0.998535,0.126465,0.025391,-0.122070,0.183105,-0.122070,-0.207367,0.636353,0.287354,0.685150,-82.402954,141.893921
3020,0.978027,0.064453,0.248535,0.000000,-0.061035,-0.793457,-0.176239,-0.605682,0.097504,-0.769745,-75.212402,143.118896,1.006348,-0.060547,-0.166992,0.061035,0.610352,-0.244141,0.074799,-0.760345,-0.035522,-0.644196,-80.046387,-14.199829,0.998535,0.126465,0.025391,-0.122070,0.183105,-0.122070,-0.207367,0.636353,0.287354,0.685150,-82.402954,141.893921
3030,0.978516,0.064941,0.246582,0.000000,0.305176,-0.671387,-0.176392,-0.605713,0.097351,-0.769714,-75.206909,143.020020,1.007812,-0.070801,-0.166992,-0.183105,0.061035,-0.305176,0.074615,-0.760315,-0.035400,-0.644226,-80.057373,-14.188843,0.994141,0.132812,0.021973,-0.732422,0.366211,-0.488281,-0.207367,0.636261,0.287445,0.685181,-82.391968,141.948853
3040,0.978516,0.064941,0.246582,0.000000,0.305176,-0.671387,-0.176392,-0.605713,0.097351,-0.769714,-75.206909,143.020020,1.007812,-0.070801,-0.166992,-0.183105,0.061035,-0.305176,0.074615,-0.760315,-0.035400,-0.644226,-80.057373,-14.188843,0.994141,0.132812,0.021973,-0.732422,0.366211,-0.488281,-0.207367,0.636261,0.287445,0.685181,-82.391968,141.948853
3050,0.978516,0.064941,0.246582,0.000000,0.305176,-0.671387,-0.176392,-0.605713,0.097351,-0.769714,-75.206909,143.020020,1.007812,-0.070801,-0.166992,-0.183105,0.061035,-0.305176,0.074615,-0.760315,-0.035400,-0.644226,-80.057373,-14.188843,0.994141,0.132812,0.021973,-0.732422,0.366211,-0.488281,-0.207367,0.636261,0.287445,0.685181,-82.391968,141.948853
3060,0.978516,0.064941,0.246582,0.000000,0.305176,-0.671387,-0.176392,-0.605713,0.097351,-0.769714,-75.206909,143.020020,1.007812,-0.070801,-0.166992,-0.183105,0.061035,-0.305176,0.074615,-0.760315,-0.035400,-0.644226,-80.057373,-14.188843,0.994141,0.132812,0.021973,-0.732422,0.366211,-0.488281,-0.207367,0.636261,0.287445,0.685181,-82.391968,141.948853
3070,0.978516,0.065918,0.243652,-0.061035,0.244141,-0.549316,-0.176514,-0.605682,0.097198,-0.769714,-75.195923,142.948608,1.006836,-0.074219,-0.164062,-1.159668,0.000000,-0.061035,0.074524,-0.760345,-0.035339,-0.644226,-80.051880,-14.161377,0.991699,0.123047,0.030273,-0.610352,0.122070,-0.427246,-0.206909,0.636353,0.287048,0.685425,-82.375488,141.965332
3080,0.978516,0.065918,0.243652,-0.061035,0.244141,-0.549316,-0.176514,-0.605682,0.097198,-0.769714,-75.195923,142.948608,1.006836,-0.074219,-0.164062,-1.159668,0.000000,-0.061035,0.074524,-0.760345,-0.035339,-0.644226,-80.051880,-14.161377,0.991699,0.123047,0.030273,-0.610352,0.122070,-0.427246,-0.206909,0.636353,0.287048,0.685425,-82.375488,141.965332
3090,0.978516,0.065918,0.243652,-0.061035,0.244141,-0.549316,-0.176514,-0.605682,0.097198,-0.769714,-75.195923,142.948608,1.006836,-0.074219,-0.164062,-1.159668,0.000000,-0.061035,0.074524,-0.760345,-0.035339,-0.644226,-80.051880,-14.161377,0.991699,0.123047,0.030273,-0.610352,0.122070,-0.427246,-0.206909,0.636353,0.287048,0.685425,-82.375488,141.965332
3100,0.978516,0.065918,0.243652,-0.061035,0.244141,-0.549316,-0.176575,-0.605713,0.097076,-0.769714,-75.190430,142.882690,1.003906,-0.068848,-0.154785,0.000000,0.671387,-0.305176,0.074493,-0.760254,-0.035400,-0.644318,-80.068359,-14.161377,0.995605,0.132812,0.028320,0.366211,0.244141,-0.366211,-0.206696,0.636322,0.286957,0.685547,-82.364502,141.981812
3110,0.978516,0.065918,0.243652,-0.061035,0.244141,-0.549316,-0.176575,-0.605713,0.097076,-0.769714,-75.190430,142.882690,1.003906,-0.068848,-0.154785,0.000000,0.671387,-0.305176,0.074493,-0.760254,-0.035400,-0.644318,-80.068359,-14.161377,0.995605,0.132812,0.028320,0.366211,0.244141,-0.366211,-0.206696,0.636322,0.286957,0.685547,-82.364502,141.981812
3120,0.978516,0.065918,0.243652,-0.061035,0.244141,-0.549316,-0.176575,-0.605713,0.097076,-0.769714,-75.190430,142.882690,1.003906,-0.068848,-0.154785,0.000000,0.671387,-0.305176,0.074493,-0.760254,-0.035400,-0.644318,-80.068359,-14.161377,0.995605,0.132812,0.028320,0.366211,0.244141,-0.366211,-0.206696,0.636322,0.286957,0.685547,-82.364502,141.981812
3130,0.978027,0.067871,0.242188,-0.305176,-0.427246,-0.366211,-0.176575,-0.605865,0.096985,-0.769592,-75.201416,142.827759,1.003418,-0.067871,-0.163086,0.061035,0.122070,-0.183105,0.074493,-0.760193,-0.035492,-0.644409,-80.084839,-14.150391,0.998047,0.130859,0.027344,-0.122070,0.061035,-0.305176,-0.206604,0.636261,0.286987,0.685608,-82.348022,142.014771
3140,0.978027,0.067871,0.242188,-0.305176,-0.427246,-0.366211,-0.176575,-0.605865,0.096985,-0.769592,-75.201416,142.827759,1.003418,-0.067871,-0.163086,0.061035,0.122070,-0.183105,0.074493,-0.760193,-0.035492,-0.644409,-80.084839,-14.150391,0.998047,0.130859,0.027344,-0.122070,0.061035,-0.305176,-0.206604,0.636261,0.286987,0.685608,-82.348022,142.014771
3150,0.978027,0.067871,0.242188,-0.305176,-0.427246,-0.366211,-0.176575,-0.605865,0.096985,-0.769592,-75.201416,142.827759,1.003418,-0.067871,-0.163086,0.061035,0.122070,-0.183105,0.074493,-0.760193,-0.035492,-0.644409,-80.084839,-14.150391,0.998047,0.130859,0.027344,-0.122070,0.061035,-0.305176,-0.206604,0.636261,0.286987,0.685608,-82.348022,142.014771
3160,0.978027,0.069824,0.239746,-0.610352,-1.464844,-0.122070,-0.176544,-0.606140,0.096954,-0.769379,-75.234375,142.772827,1.010254,-0.064453,-0.165039,-0.366211,0.000000,-0.244141,0.074280,-0.760223,-0.035370,-0.644409,-80.084839,-14.111938,1.001465,0.132812,0.030273,-0.061035,-0.244141,0.427246,-0.206268,0.636322,0.286743,0.685760,-82.337036,142.020264
3170,0.978027,0.069824,0.239746,-0.610352,-1.464844,-0.122070,-0.176544,-0.606140,0.096954,-0.769379,-75.234375,142.772827,1.010254,-0.064453,-0.165039,-0.366211,0.000000,-0.244141,0.074280,-0.760223,-0.035370,-0.644409,-80.084839,-14.111938,1.001465,0.132812,0.030273,-0.061035,-0.244141,0.427246,-0.206268,0.636322,0.286743,0.685760,-82.337036,142.020264
3180,0.978027,0.069824,0.239746,-0.610352,-1.464844,-0.122070,-0.176544,-0.606140,0.096954,-0.769379,-75.234375,142.772827,1.010254,-0.064453,-0.165039,-0.366211,0.000000,-0.244141,0.074280,-0.760223,-0.035370,-0.644409,-80.084839,-14.111938,1.001465,0.132812,0.030273,-0.061035,-0.244141,0.427246,-0.206268,0.636322,0.286743,0.685760,-82.337036,142.020264
3190,0.978027,0.070801,0.244141,-0.976562,-2.197266,0.061035,-0.176453,-0.606628,0.097046,-0.769043,-75.294800,142.706909,1.002441,-0.062012,-0.163086,-0.305176,0.427246,-0.244141,0.073853,-0.760193,-0.035034,-0.644501,-80.090332,-14.122925,0.995605,0.132812,0.027832,0.000000,0.000000,-0.305176,-0.206177,0.636292,0.286774,0.685822,-82.326050,142.020264
3200,0.978027,0.070801,0.244141,-0.976562,-2.197266,0.061035,-0.176453,-0.606628,0.097046,-0.769043,-75.294800,142.706909,1.002441,-0.062012,-0.163086,-0.305176,0.427246,-0.244141,0.073853,-0.760193,-0.035034,-0.644501,-80.090332,-14.122925,0.995605,0.132812,0.027832,0.000000,0.000000,-0.305176,-0.206177,0.636292,0.286774,0.685822,-82.326050,142.020264
3210,0.978027,0.070801,0.244141,-0.976562,-2.197266,0.061035,-0.176453,-0.606628,0.097046,-0.769043,-75.294800,142.706909,1.002441,-0.062012,-0.163086,-0.305176,0.427246,-0.244141,0.073853,-0.760193,-0.035034,-0.644501,-80.090332,-14.122925,0.995605,0.132812,0.027832,0.000000,0.000000,-0.305176,-0.206177,0.636292,0.286774,0.685822,-82.326050,142.020264
3220,0.978027,0.070801,0.244141,-0.976562,-2.197266,0.061035,-0.176453,-0.606628,0.097046,-0.769043,-75.294800,142.706909,1.002441,-0.062012,-0.163086,-0.305176,0.427246,-0.244141,0.073853,-0.760193,-0.035034,-0.644501,-80.090332,-14.122925,0.995605,0.132812,0.027832,0.000000,0.000000,-0.305176,-0.206177,0.636292,0.286774,0.685822,-82.326050,142.020264
3230,0.979980,0.070801,0.243652,-1.220703,-2.624512,0.305176,-0.176422,-0.607056,0.097229,-0.768677,-75.360718,142.646484,1.009277,-0.065918,-0.163086,-0.488281,0.061035,-0.061035,0.073608,-0.760223,-0.034882,-0.644501,-80.095825,-14.095459,0.990723,0.131836,0.025391,-0.366211,0.244141,0.000000,-0.206085,0.636261,0.286713,0.685883,-82.320557,142.058716
3240,0.979980,0.070801,0.243652,-1.220703,-2.624512,0.305176,-0.176422,-0.607056,0.097229,-0.768677,-75.360718,142.646484,1.009277,-0.065918,-0.163086,-0.488281,0.061035,-0.061035,0.073608,-0.760223,-0.034882,-0.644501,-80.095825,-14.095459,0.990723,0.131836,0.025391,-0.366211,0.244141,0.000000,-0.206085,0.636261,0.286713,0.685883,-82.320557,142.058716
3250,0.979980,0.070801,0.243652,-1.220703,-2.624512,0.305176,-0.176422,-0.607056,0.097229,-0.768677,-75.360718,142.646484,1.009277,-0.065918,-0.163086,-0.488281,0.061035,-0.061035,0.073608,-0.760223,-0.034882,-0.644501,-80.095825,-14.095459,0.990723,0.131836,0.025391,-0.366211,0.244141,0.000000,-0.206085,0.636261,0.286713,0.685883,-82.320557,142.058716
3260,0.979980,0.070801,0.243652,-1.220703,-2.624512,0.305176,-0.176361,-0.607666,0.097534,-0.768158,-75.454102,142.591553,1.004883,-0.066406,-0.155762,-0.488281,0.061035,0.000000,0.073608,-0.760193,-0.034912,-0.644562,-80.106812,-14.078979,0.990723,0.134277,0.028809,0.183105,-0.122070,0.122070,-0.205902,0.636322,0.286530,0.685974,-82.320557,142.053223
3270,0.979980,0.070801,0.243652,-1.220703,-2.624512,0.305176,-0.176361,-0.607666,0.097534,-0.768158,-75.454102,142.591553,1.004883,-0.066406,-0.155762,-0.488281,0.061035,0.000000,0.073608,-0.760193,-0.034912,-0.644562,-80.106812,-14.078979,0.990723,0.134277,0.028809,0.183105,-0.122070,0.122070,-0.205902,0.636322,0.286530,0.685974,-82.320557,142.053223
3280,0.979980,0.070801,0.243652,-1.220703,-2.624512,0.305176,-0.176361,-0.607666,0.097534,-0.768158,-75.454102,142.591553,1.004883,-0.066406,-0.155762,-0.488281,0.061035,0.000000,0.073608,-0.760193,-0.034912,-0.644562,-80.106812,-14.078979,0.990723,0.134277,0.028809,0.183105,-0.122070,0.122070,-0.205902,0.636322,0.286530,0.685974,-82.320557,142.053223
3290,0.979492,0.069336,0.246094,-1.281738,-2.868652,0.488281,-0.176331,-0.608185,0.097900,-0.767731,-75.536499,142.553101,1.010742,-0.061523,-0.164062,0.244141,0.000000,-0.061035,0.073425,-0.760193,-0.034790,-0.644562,-80.106812,-14.073486,1.000000,0.133301,0.030273,0.000000,-0.183105,0.061035,-0.205658,0.636414,0.286316,0.686035,-82.320557,142.014771
3300,0.979492,0.069336,0.246094,-1.281738,-2.868652,0.488281,-0.176331,-0.608185,0.097900,-0.767731,-75.536499,142.553101,1.010742,-0.061523,-0.164062,0.244141,0.000000,-0.061035,0.073425,-0.760193,-0.034790,-0.644562,-80.106812,-14.073486,1.000000,0.133301,0.030273,0.000000,-0.183105,0.061035,-0.205658,0.636414,0.286316,0.686035,-82.320557,142.014771
3310,0.979492,0.069336,0.246094,-1.281738,-2.868652,0.488281,-0.176331,-0.608185,0.097900,-0.767731,-75.536499,142.553101,1.010742,-0.061523,-0.164062,0.244141,0.000000,-0.061035,0.073425,-0.760193,-0.034790,-0.644562,-80.106812,-14.073486,1.000000,0.133301,0.030273,0.000000,-0.183105,0.061035,-0.205658,0.636414,0.286316,0.686035,-82.320557,142.014771
3320,0.980957,0.066895,0.245605,-1.220703,-2.929688,0.488281,-0.176300,-0.608673,0.098297,-0.767273,-75.635376,142.514648,1.009766,-0.068848,-0.165527,0.061035,0.061035,-0.122070,0.073364,-0.760193,-0.034760,-0.644562,-80.106812,-14.057007,0.996094,0.127930,0.025879,-0.061035,-0.061035,0.244141,-0.205536,0.636475,0.286163,0.686096,-82.315063,141.998291
3330,0.980957,0.066895,0.245605,-1.220703,-2.929688,0.488281,-0.176300,-0.608673,0.098297,-0.767273,-75.635376,142.514648,1.009766,-0.068848,-0.165527,0.061035,0.061035,-0.122070,0.073364,-0.760193,-0.034760,-0.644562,-80.106812,-14.057007,0.996094,0.127930,0.025879,-0.061035,-0.061035,0.244141,-0.205536,0.636475,0.286163,0.686096,-82.315063,141.998291
3340,0.980957,0.066895,0.245605,-1.220703,-2.929688,0.488281,-0.176300,-0.608673,0.098297,-0.767273,-75.635376,142.514648,1.009766,-0.068848,-0.165527,0.061035,0.061035,-0.122070,0.073364,-0.760193,-0.034760,-0.644562,-80.106812,-14.057007,0.996094,0.127930,0.025879,-0.061035,-0.061035,0.244141,-0.205536,0.636475,0.286163,0.686096,-82.315063,141.998291
3350,0.981934,0.066406,0.243164,-1.159668,-2.868652,0.427246,-0.176331,-0.609253,0.098755,-0.766754,-75.723267,142.481689,1.002930,-0.073730,-0.162598,-0.305176,0.305176,-0.122070,0.073547,-0.760162,-0.034912,-0.644562,-80.106812,-14.057007,0.991699,0.131348,0.021973,-0.122070,0.000000,0.122070,-0.205536,0.636505,0.286163,0.686066,-82.320557,141.976318
3360,0.981934,0.066406,0.243164,-1.159668,-2.868652,0.427246,-0.176331,-0.609253,0.098755,-0.766754,-75.723267,142.481689,1.002930,-0.073730,-0.162598,-0.305176,0.305176,-0.122070,0.073547,-0.760162,-0.034912,-0.644562,-80.106812,-14.057007,0.991699,0.131348,0.021973,-0.122070,0.000000,0.122070,-0.205536,0.636505,0.286163,0.686066,-82.320557,141.976318
3370,0.981934,0.066406,0.243164,-1.159668,-2.868652,0.427246,-0.176331,-0.609253,0.098755,-0.766754,-75.723267,142.481689,1.002930,-0.073730,-0.162598,-0.305176,0.305176,-0.122070,0.073547,-0.760162,-0.034912,-0.644562,-80.106812,-14.057007,0.991699,0.131348,0.021973,-0.122070,0.000000,0.122070,-0.205536,0.636505,0.286163,0.686066,-82.320557,141.976318
3380,0.981934,0.066406,0.243164,-1.159668,-2.868652,0.427246,-0.176331,-0.609253,0.098755,-0.766754,-75.723267,142.481689,1.002930,-0.073730,-0.162598,-0.305176,0.305176,-0.122070,0.073547,-0.760162,-0.034912,-0.644562,-80.106812,-14.057007,0.991699,0.131348,0.021973,-0.122070,0.000000,0.122070,-0.205536,0.636505,0.286163,0.686066,-82.320557,141.976318
3390,0.981934,0.066406,0.243164,-1.159668,-2.868652,0.427246,-0.176331,-0.609772,0.099152,-0.766296,-75.805664,142.437744,1.000488,-0.067871,-0.167480,0.183105,0.061035,-0.061035,0.073517,-0.760162,-0.034882,-0.644562,-80.106812,-14.057007,0.990723,0.134766,0.021484,0.366211,0.061035,0.122070,-0.205688,0.636444,0.286316,0.686005,-82.326050,141.981812
3400,0.981934,0.066406,0.243164,-1.159668,-2.868652,0.427246,-0.176331,-0.609772,0.099152,-0.766296,-75.805664,142.437744,1.000488,-0.067871,-0.167480,0.183105,0.061035,-0.061035,0.073517,-0.760162,-0.034882,-0.644562,-80.106812,-14.057007,0.990723,0.134766,0.021484,0.366211,0.061035,0.122070,-0.205688,0.636444,0.286316,0.686005,-82.326050,141.981812
3410,0.981934,0.066406,0.243164,-1.159668,-2.868652,0.427246,-0.176331,-0.609772,0.099152,-0.766296,-75.805664,142.437744,1.000488,-0.067871,-0.167480,0.183105,0.061035,-0.061035,0.073517,-0.760162,-0.034882,-0.644562,-80.106812,-14.057007,0.990723,0.134766,0.021484,0.366211,0.061035,0.122070,-0.205688,0.636444,0.286316,0.686005,-82.326050,141.981812
3420,0.981934,0.064941,0.241211,-1.220703,-2.624512,0.305176,-0.176392,-0.610291,0.099609,-0.765808,-75.893555,142.382812,1.007324,-0.068359,-0.167969,0.976562,-0.305176,-0.244141,0.073486,-0.760223,-0.034882,-0.644501,-80.101318,-14.046021,0.998535,0.132324,0.027344,0.610352,0.122070,0.122070,-0.205719,0.636444,0.286285,0.686005,-82.326050,142.003784
