,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
36670,0.966309,0.104492,0.271484,1.831055,-0.488281,1.159668,-0.265533,0.545288,0.257812,0.752075,-73.168945,-155.890503,1.006348,-0.083984,-0.151367,-1.098633,1.098633,0.244141,0.279694,-0.705292,-0.268585,-0.593414,-80.875854,17.265015,1.000488,0.111328,0.029297,0.244141,0.854492,0.427246,-0.660126,0.202576,0.656311,0.303986,-81.760254,-108.989868
36680,0.966309,0.104492,0.271484,1.831055,-0.488281,1.159668,-0.265533,0.545288,0.257812,0.752075,-73.168945,-155.890503,1.006348,-0.083984,-0.151367,-1.098633,1.098633,0.244141,0.279694,-0.705292,-0.268585,-0.593414,-80.875854,17.265015,1.000488,0.111328,0.029297,0.244141,0.854492,0.427246,-0.660126,0.202576,0.656311,0.303986,-81.760254,-108.989868
36690,0.967285,0.104492,0.269043,1.281738,-1.831055,1.159668,-0.266724,0.545349,0.258728,0.751312,-73.229370,-155.742188,1.003418,-0.068359,-0.145020,0.366211,1.159668,0.244141,0.279236,-0.705383,-0.267761,-0.593872,-80.897827,16.968384,0.998535,0.124023,0.030273,0.061035,0.915527,0.427246,-0.662048,0.198456,0.657623,0.299652,-81.782227,-108.259277
36700,0.967285,0.104492,0.269043,1.281738,-1.831055,1.159668,-0.266724,0.545349,0.258728,0.751312,-73.229370,-155.742188,1.003418,-0.068359,-0.145020,0.366211,1.159668,0.244141,0.279236,-0.705383,-0.267761,-0.593872,-80.897827,16.968384,0.998535,0.124023,0.030273,0.061035,0.915527,0.427246,-0.662048,0.198456,0.657623,0.299652,-81.782227,-108.259277
36710,0.967285,0.104492,0.269043,1.281738,-1.831055,1.159668,-0.266724,0.545349,0.258728,0.751312,-73.229370,-155.742188,1.003418,-0.068359,-0.145020,0.366211,1.159668,0.244141,0.279236,-0.705383,-0.267761,-0.593872,-80.897827,16.968384,0.998535,0.124023,0.030273,0.061035,0.915527,0.427246,-0.662048,0.198456,0.657623,0.299652,-81.782227,-108.259277
36720,0.969238,0.102539,0.268555,0.305176,-2.502441,0.915527,-0.267639,0.545654,0.259552,0.750488,-73.317261,-155.615845,1.014160,-0.068359,-0.147461,-0.976562,0.244141,-0.183105,0.278351,-0.705688,-0.266876,-0.594330,-80.914307,16.869507,0.999512,0.110840,0.034668,2.014160,0.854492,0.488281,-0.663574,0.195374,0.658569,0.296173,-81.809692,-107.660522
36730,0.969238,0.102539,0.268555,0.305176,-2.502441,0.915527,-0.267639,0.545654,0.259552,0.750488,-73.317261,-155.615845,1.014160,-0.068359,-0.147461,-0.976562,0.244141,-0.183105,0.278351,-0.705688,-0.266876,-0.594330,-80.914307,16.869507,0.999512,0.110840,0.034668,2.014160,0.854492,0.488281,-0.663574,0.195374,0.658569,0.296173,-81.809692,-107.660522
36740,0.969238,0.102539,0.268555,0.305176,-2.502441,0.915527,-0.267639,0.545654,0.259552,0.750488,-73.317261,-155.615845,1.014160,-0.068359,-0.147461,-0.976562,0.244141,-0.183105,0.278351,-0.705688,-0.266876,-0.594330,-80.914307,16.869507,0.999512,0.110840,0.034668,2.014160,0.854492,0.488281,-0.663574,0.195374,0.658569,0.296173,-81.809692,-107.660522
36750,0.971680,0.100098,0.263184,-0.244141,-3.417969,0.976562,-0.268280,0.546112,0.260193,0.749695,-73.410645,-155.544434,1.010254,-0.085938,-0.140137,0.671387,1.342773,0.061035,0.278290,-0.705597,-0.266541,-0.594635,-80.936279,16.754150,0.998535,0.113770,0.035156,-0.732422,0.488281,0.183105,-0.665222,0.191833,0.659698,0.292297,-81.831665,-106.990356
36760,0.971680,0.100098,0.263184,-0.244141,-3.417969,0.976562,-0.268280,0.546112,0.260193,0.749695,-73.410645,-155.544434,1.010254,-0.085938,-0.140137,0.671387,1.342773,0.061035,0.278290,-0.705597,-0.266541,-0.594635,-80.936279,16.754150,0.998535,0.113770,0.035156,-0.732422,0.488281,0.183105,-0.665222,0.191833,0.659698,0.292297,-81.831665,-106.990356
36770,0.971680,0.100098,0.263184,-0.244141,-3.417969,0.976562,-0.268280,0.546112,0.260193,0.749695,-73.410645,-155.544434,1.010254,-0.085938,-0.140137,0.671387,1.342773,0.061035,0.278290,-0.705597,-0.266541,-0.594635,-80.936279,16.754150,0.998535,0.113770,0.035156,-0.732422,0.488281,0.183105,-0.665222,0.191833,0.659698,0.292297,-81.831665,-106.990356
36780,0.973633,0.097168,0.260742,-0.732422,-4.089355,0.793457,-0.268799,0.546722,0.260773,0.748871,-73.547974,-155.494995,1.001953,-0.087402,-0.146973,0.305176,0.915527,0.610352,0.278442,-0.705505,-0.266296,-0.594788,-80.958252,16.490479,0.996582,0.112305,0.034668,1.220703,0.793457,0.366211,-0.666565,0.189026,0.660522,0.289124,-81.859131,-106.452026
36790,0.973633,0.097168,0.260742,-0.732422,-4.089355,0.793457,-0.268799,0.546722,0.260773,0.748871,-73.547974,-155.494995,1.001953,-0.087402,-0.146973,0.305176,0.915527,0.610352,0.278442,-0.705505,-0.266296,-0.594788,-80.958252,16.490479,0.996582,0.112305,0.034668,1.220703,0.793457,0.366211,-0.666565,0.189026,0.660522,0.289124,-81.859131,-106.452026
36800,0.973633,0.097168,0.260742,-0.732422,-4.089355,0.793457,-0.268799,0.546722,0.260773,0.748871,-73.547974,-155.494995,1.001953,-0.087402,-0.146973,0.305176,0.915527,0.610352,0.278442,-0.705505,-0.266296,-0.594788,-80.958252,16.490479,0.996582,0.112305,0.034668,1.220703,0.793457,0.366211,-0.666565,0.189026,0.660522,0.289124,-81.859131,-106.452026
36810,0.973633,0.097168,0.260742,-0.732422,-4.089355,0.793457,-0.269226,0.547607,0.261353,0.747864,-73.679810,-155.473022,1.005371,-0.062988,-0.144531,0.732422,0.244141,0.122070,0.278198,-0.705658,-0.265839,-0.594940,-80.958252,16.353149,1.000977,0.122559,0.023438,-0.183105,0.671387,0.000000,-0.668396,0.184723,0.661804,0.284760,-81.864624,-105.770874
36820,0.973633,0.097168,0.260742,-0.732422,-4.089355,0.793457,-0.269226,0.547607,0.261353,0.747864,-73.679810,-155.473022,1.005371,-0.062988,-0.144531,0.732422,0.244141,0.122070,0.278198,-0.705658,-0.265839,-0.594940,-80.958252,16.353149,1.000977,0.122559,0.023438,-0.183105,0.671387,0.000000,-0.668396,0.184723,0.661804,0.284760,-81.864624,-105.770874
36830,0.973633,0.097168,0.260742,-0.732422,-4.089355,0.793457,-0.269226,0.547607,0.261353,0.747864,-73.679810,-155.473022,1.005371,-0.062988,-0.144531,0.732422,0.244141,0.122070,0.278198,-0.705658,-0.265839,-0.594940,-80.958252,16.353149,1.000977,0.122559,0.023438,-0.183105,0.671387,0.000000,-0.668396,0.184723,0.661804,0.284760,-81.864624,-105.770874
36840,0.973633,0.097168,0.260742,-0.732422,-4.089355,0.793457,-0.269226,0.547607,0.261353,0.747864,-73.679810,-155.473022,1.005371,-0.062988,-0.144531,0.732422,0.244141,0.122070,0.278198,-0.705658,-0.265839,-0.594940,-80.958252,16.353149,1.000977,0.122559,0.023438,-0.183105,0.671387,0.000000,-0.668396,0.184723,0.661804,0.284760,-81.864624,-105.770874
36850,0.975098,0.094238,0.258789,-1.098633,-4.394531,0.854492,-0.269501,0.548462,0.261749,0.747009,-73.822632,-155.462036,1.001953,-0.065918,-0.154785,-0.366211,-0.061035,-0.305176,0.277191,-0.706024,-0.264954,-0.595337,-80.969238,16.309204,0.994629,0.113281,0.034180,0.915527,1.037598,0.000000,-0.669739,0.181702,0.662659,0.281525,-81.881104,-105.210571
36860,0.975098,0.094238,0.258789,-1.098633,-4.394531,0.854492,-0.269501,0.548462,0.261749,0.747009,-73.822632,-155.462036,1.001953,-0.065918,-0.154785,-0.366211,-0.061035,-0.305176,0.277191,-0.706024,-0.264954,-0.595337,-80.969238,16.309204,0.994629,0.113281,0.034180,0.915527,1.037598,0.000000,-0.669739,0.181702,0.662659,0.281525,-81.881104,-105.210571
36870,0.975098,0.094238,0.258789,-1.098633,-4.394531,0.854492,-0.269501,0.548462,0.261749,0.747009,-73.822632,-155.462036,1.001953,-0.065918,-0.154785,-0.366211,-0.061035,-0.305176,0.277191,-0.706024,-0.264954,-0.595337,-80.969238,16.309204,0.994629,0.113281,0.034180,0.915527,1.037598,0.000000,-0.669739,0.181702,0.662659,0.281525,-81.881104,-105.210571
36880,0.976074,0.091797,0.256836,-1.342773,-4.455566,0.976562,-0.269745,0.549500,0.262085,0.746002,-73.987427,-155.445557,1.007324,-0.080566,-0.148438,-0.427246,0.122070,0.000000,0.276642,-0.706329,-0.264435,-0.595490,-80.952759,16.292725,0.998535,0.113770,0.036621,-1.098633,0.793457,-0.061035,-0.671234,0.178314,0.663544,0.278015,-81.886597,-104.556885
36890,0.976074,0.091797,0.256836,-1.342773,-4.455566,0.976562,-0.269745,0.549500,0.262085,0.746002,-73.987427,-155.445557,1.007324,-0.080566,-0.148438,-0.427246,0.122070,0.000000,0.276642,-0.706329,-0.264435,-0.595490,-80.952759,16.292725,0.998535,0.113770,0.036621,-1.098633,0.793457,-0.061035,-0.671234,0.178314,0.663544,0.278015,-81.886597,-104.556885
36900,0.976074,0.091797,0.256836,-1.342773,-4.455566,0.976562,-0.269745,0.549500,0.262085,0.746002,-73.987427,-155.445557,1.007324,-0.080566,-0.148438,-0.427246,0.122070,0.000000,0.276642,-0.706329,-0.264435,-0.595490,-80.952759,16.292725,0.998535,0.113770,0.036621,-1.098633,0.793457,-0.061035,-0.671234,0.178314,0.663544,0.278015,-81.886597,-104.556885
36910,0.975586,0.089844,0.253418,-1.342773,-4.394531,1.159668,-0.269989,0.550568,0.262360,0.745026,-74.152222,-155.418091,1.010254,-0.081543,-0.136719,0.061035,0.183105,-0.061035,0.276550,-0.706299,-0.264252,-0.595612,-80.963745,16.215820,0.995117,0.111328,0.037109,0.122070,1.159668,-0.244141,-0.672607,0.175110,0.664368,0.274719,-81.892090,-103.936157
36920,0.975586,0.089844,0.253418,-1.342773,-4.394531,1.159668,-0.269989,0.550568,0.262360,0.745026,-74.152222,-155.418091,1.010254,-0.081543,-0.136719,0.061035,0.183105,-0.061035,0.276550,-0.706299,-0.264252,-0.595612,-80.963745,16.215820,0.995117,0.111328,0.037109,0.122070,1.159668,-0.244141,-0.672607,0.175110,0.664368,0.274719,-81.892090,-103.936157
36930,0.975586,0.089844,0.253418,-1.342773,-4.394531,1.159668,-0.269989,0.550568,0.262360,0.745026,-74.152222,-155.418091,1.010254,-0.081543,-0.136719,0.061035,0.183105,-0.061035,0.276550,-0.706299,-0.264252,-0.595612,-80.963745,16.215820,0.995117,0.111328,0.037109,0.122070,1.159668,-0.244141,-0.672607,0.175110,0.664368,0.274719,-81.892090,-103.936157
36940,0.975586,0.089844,0.253418,-1.342773,-4.394531,1.159668,-0.269989,0.550568,0.262360,0.745026,-74.152222,-155.418091,1.010254,-0.081543,-0.136719,0.061035,0.183105,-0.061035,0.276550,-0.706299,-0.264252,-0.595612,-80.963745,16.215820,0.995117,0.111328,0.037109,0.122070,1.159668,-0.244141,-0.672607,0.175110,0.664368,0.274719,-81.892090,-103.936157
36950,0.975586,0.088379,0.252441,-1.159668,-4.455566,1.342773,-0.270233,0.551483,0.262573,0.744202,-74.295044,-155.379639,1.004395,-0.075684,-0.139160,-0.305176,-0.061035,-0.183105,0.276337,-0.706390,-0.264008,-0.595734,-80.969238,16.171875,0.989746,0.120117,0.037109,-0.732422,0.732422,-0.366211,-0.673798,0.172241,0.665070,0.271912,-81.886597,-103.419800
36960,0.975586,0.088379,0.252441,-1.159668,-4.455566,1.342773,-0.270233,0.551483,0.262573,0.744202,-74.295044,-155.379639,1.004395,-0.075684,-0.139160,-0.305176,-0.061035,-0.183105,0.276337,-0.706390,-0.264008,-0.595734,-80.969238,16.171875,0.989746,0.120117,0.037109,-0.732422,0.732422,-0.366211,-0.673798,0.172241,0.665070,0.271912,-81.886597,-103.419800
36970,0.975586,0.088379,0.252441,-1.159668,-4.455566,1.342773,-0.270233,0.551483,0.262573,0.744202,-74.295044,-155.379639,1.004395,-0.075684,-0.139160,-0.305176,-0.061035,-0.183105,0.276337,-0.706390,-0.264008,-0.595734,-80.969238,16.171875,0.989746,0.120117,0.037109,-0.732422,0.732422,-0.366211,-0.673798,0.172241,0.665070,0.271912,-81.886597,-103.419800
36980,0.975586,0.088379,0.252441,-1.159668,-4.455566,1.342773,-0.270538,0.552582,0.262817,0.743195,-74.465332,-155.319214,1.011230,-0.068848,-0.136719,-0.244141,-0.305176,-0.366211,0.275757,-0.706543,-0.263550,-0.596008,-80.974731,16.182861,0.998047,0.111328,0.040527,0.000000,0.549316,-0.366211,-0.674835,0.169800,0.665710,0.269379,-81.886597,-102.974854
36990,0.975586,0.088379,0.252441,-1.159668,-4.455566,1.342773,-0.270538,0.552582,0.262817,0.743195,-74.465332,-155.319214,1.011230,-0.068848,-0.136719,-0.244141,-0.305176,-0.366211,0.275757,-0.706543,-0.263550,-0.596008,-80.974731,16.182861,0.998047,0.111328,0.040527,0.000000,0.549316,-0.366211,-0.674835,0.169800,0.665710,0.269379,-81.886597,-102.974854
37000,0.975586,0.088379,0.252441,-1.159668,-4.455566,1.342773,-0.270538,0.552582,0.262817,0.743195,-74.465332,-155.319214,1.011230,-0.068848,-0.136719,-0.244141,-0.305176,-0.366211,0.275757,-0.706543,-0.263550,-0.596008,-80.974731,16.182861,0.998047,0.111328,0.040527,0.000000,0.549316,-0.366211,-0.674835,0.169800,0.665710,0.269379,-81.886597,-102.974854
37010,0.976562,0.087402,0.248535,-0.854492,-4.516602,1.586914,-0.270844,0.553497,0.263062,0.742310,-74.613647,-155.247803,1.005859,-0.076660,-0.139648,-0.183105,-0.610352,-0.183105,0.275269,-0.706787,-0.263184,-0.596130,-80.969238,16.215820,0.998047,0.128906,0.039062,-0.427246,0.732422,-0.305176,-0.675995,0.166840,0.666443,0.266449,-81.881104,-102.480469
37020,0.976562,0.087402,0.248535,-0.854492,-4.516602,1.586914,-0.270844,0.553497,0.263062,0.742310,-74.613647,-155.247803,1.005859,-0.076660,-0.139648,-0.183105,-0.610352,-0.183105,0.275269,-0.706787,-0.263184,-0.596130,-80.969238,16.215820,0.998047,0.128906,0.039062,-0.427246,0.732422,-0.305176,-0.675995,0.166840,0.666443,0.266449,-81.881104,-102.480469
37030,0.976562,0.087402,0.248535,-0.854492,-4.516602,1.586914,-0.270844,0.553497,0.263062,0.742310,-74.613647,-155.247803,1.005859,-0.076660,-0.139648,-0.183105,-0.610352,-0.183105,0.275269,-0.706787,-0.263184,-0.596130,-80.969238,16.215820,0.998047,0.128906,0.039062,-0.427246,0.732422,-0.305176,-0.675995,0.166840,0.666443,0.266449,-81.881104,-102.480469
37040,0.978516,0.087402,0.246582,-0.366211,-4.272461,1.831055,-0.271362,0.554535,0.263367,0.741241,-74.783936,-155.137939,1.007812,-0.072266,-0.137695,0.000000,-0.549316,-0.549316,0.274780,-0.706940,-0.262848,-0.596313,-80.969238,16.243286,1.002441,0.112793,0.034180,-0.671387,0.427246,-0.366211,-0.677185,0.163727,0.667236,0.263336,-81.875610,-102.062988
37050,0.978516,0.087402,0.246582,-0.366211,-4.272461,1.831055,-0.271362,0.554535,0.263367,0.741241,-74.783936,-155.137939,1.007812,-0.072266,-0.137695,0.000000,-0.549316,-0.549316,0.274780,-0.706940,-0.262848,-0.596313,-80.969238,16.243286,1.002441,0.112793,0.034180,-0.671387,0.427246,-0.366211,-0.677185,0.163727,0.667236,0.263336,-81.875610,-102.062988
37060,0.978516,0.087402,0.246582,-0.366211,-4.272461,1.831055,-0.271362,0.554535,0.263367,0.741241,-74.783936,-155.137939,1.007812,-0.072266,-0.137695,0.000000,-0.549316,-0.549316,0.274780,-0.706940,-0.262848,-0.596313,-80.969238,16.243286,1.002441,0.112793,0.034180,-0.671387,0.427246,-0.366211,-0.677185,0.163727,0.667236,0.263336,-81.875610,-102.062988
37070,0.978516,0.087402,0.246582,-0.366211,-4.272461,1.831055,-0.271362,0.554535,0.263367,0.741241,-74.783936,-155.137939,1.007812,-0.072266,-0.137695,0.000000,-0.549316,-0.549316,0.274780,-0.706940,-0.262848,-0.596313,-80.969238,16.243286,1.002441,0.112793,0.034180,-0.671387,0.427246,-0.366211,-0.677185,0.163727,0.667236,0.263336,-81.875610,-102.062988
37080,0.979980,0.086914,0.245605,0.122070,-3.601074,1.953125,-0.271942,0.555267,0.263702,0.740356,-74.921265,-155.011597,1.010742,-0.081055,-0.145020,-0.122070,-2.075195,-0.305176,0.274323,-0.707336,-0.262787,-0.596069,-80.930786,16.446533,0.991699,0.121582,0.047852,-0.305176,0.061035,-0.305176,-0.678009,0.161469,0.667847,0.261017,-81.886597,-101.645508
37090,0.979980,0.086914,0.245605,0.122070,-3.601074,1.953125,-0.271942,0.555267,0.263702,0.740356,-74.921265,-155.011597,1.010742,-0.081055,-0.145020,-0.122070,-2.075195,-0.305176,0.274323,-0.707336,-0.262787,-0.596069,-80.930786,16.446533,0.991699,0.121582,0.047852,-0.305176,0.061035,-0.305176,-0.678009,0.161469,0.667847,0.261017,-81.886597,-101.645508
37100,0.979980,0.086914,0.245605,0.122070,-3.601074,1.953125,-0.271942,0.555267,0.263702,0.740356,-74.921265,-155.011597,1.010742,-0.081055,-0.145020,-0.122070,-2.075195,-0.305176,0.274323,-0.707336,-0.262787,-0.596069,-80.930786,16.446533,0.991699,0.121582,0.047852,-0.305176,0.061035,-0.305176,-0.678009,0.161469,0.667847,0.261017,-81.886597,-101.645508
37110,0.983398,0.087402,0.242188,0.671387,-2.868652,2.014160,-0.272583,0.555878,0.264038,0.739532,-75.058594,-154.830322,1.009766,-0.071777,-0.130371,0.915527,-0.915527,-0.061035,0.274139,-0.707520,-0.262756,-0.595947,-80.903320,16.550903,0.991211,0.118164,0.045410,-0.488281,-0.183105,-0.488281,-0.678741,0.159485,0.668396,0.258972,-81.886597,-101.370850
37120,0.983398,0.087402,0.242188,0.671387,-2.868652,2.014160,-0.272583,0.555878,0.264038,0.739532,-75.058594,-154.830322,1.009766,-0.071777,-0.130371,0.915527,-0.915527,-0.061035,0.274139,-0.707520,-0.262756,-0.595947,-80.903320,16.550903,0.991211,0.118164,0.045410,-0.488281,-0.183105,-0.488281,-0.678741,0.159485,0.668396,0.258972,-81.886597,-101.370850
37130,0.983398,0.087402,0.242188,0.671387,-2.868652,2.014160,-0.272583,0.555878,0.264038,0.739532,-75.058594,-154.830322,1.009766,-0.071777,-0.130371,0.915527,-0.915527,-0.061035,0.274139,-0.707520,-0.262756,-0.595947,-80.903320,16.550903,0.991211,0.118164,0.045410,-0.488281,-0.183105,-0.488281,-0.678741,0.159485,0.668396,0.258972,-81.886597,-101.370850
37140,0.983398,0.087402,0.242188,0.671387,-2.868652,2.014160,-0.273499,0.556458,0.264526,0.738617,-75.162964,-154.649048,1.003906,-0.069336,-0.139160,0.305176,-1.220703,0.000000,0.274017,-0.707611,-0.262726,-0.595917,-80.897827,16.594849,0.992676,0.125000,0.041504,1.159668,-0.488281,-0.122070,-0.679657,0.156647,0.669281,0.255981,-81.897583,-101.079712
37150,0.983398,0.087402,0.242188,0.671387,-2.868652,2.014160,-0.273499,0.556458,0.264526,0.738617,-75.162964,-154.649048,1.003906,-0.069336,-0.139160,0.305176,-1.220703,0.000000,0.274017,-0.707611,-0.262726,-0.595917,-80.897827,16.594849,0.992676,0.125000,0.041504,1.159668,-0.488281,-0.122070,-0.679657,0.156647,0.669281,0.255981,-81.897583,-101.079712
37160,0.983398,0.087402,0.242188,0.671387,-2.868652,2.014160,-0.273499,0.556458,0.264526,0.738617,-75.162964,-154.649048,1.003906,-0.069336,-0.139160,0.305176,-1.220703,0.000000,0.274017,-0.707611,-0.262726,-0.595917,-80.897827,16.594849,0.992676,0.125000,0.041504,1.159668,-0.488281,-0.122070,-0.679657,0.156647,0.669281,0.255981,-81.897583,-101.079712
37170,0.983887,0.087402,0.242188,1.159668,-2.258301,2.014160,-0.274384,0.556763,0.264984,0.737854,-75.250854,-154.440308,1.011230,-0.062012,-0.144043,1.159668,-0.976562,-0.549316,0.273132,-0.708069,-0.262177,-0.596039,-80.870361,16.704712,0.997559,0.118164,0.038574,0.000000,-1.403809,0.061035,-0.680359,0.154205,0.670197,0.253204,-81.919556,-100.931396
37180,0.983887,0.087402,0.242188,1.159668,-2.258301,2.014160,-0.274384,0.556763,0.264984,0.737854,-75.250854,-154.440308,1.011230,-0.062012,-0.144043,1.159668,-0.976562,-0.549316,0.273132,-0.708069,-0.262177,-0.596039,-80.870361,16.704712,0.997559,0.118164,0.038574,0.000000,-1.403809,0.061035,-0.680359,0.154205,0.670197,0.253204,-81.919556,-100.931396
37190,0.983887,0.087402,0.242188,1.159668,-2.258301,2.014160,-0.274384,0.556763,0.264984,0.737854,-75.250854,-154.440308,1.011230,-0.062012,-0.144043,1.159668,-0.976562,-0.549316,0.273132,-0.708069,-0.262177,-0.596039,-80.870361,16.704712,0.997559,0.118164,0.038574,0.000000,-1.403809,0.061035,-0.680359,0.154205,0.670197,0.253204,-81.919556,-100.931396
37200,0.985840,0.086914,0.239258,1.525879,-1.708984,1.953125,-0.275513,0.557037,0.265594,0.737030,-75.338745,-154.187622,1.010254,-0.083984,-0.145508,-0.427246,-0.976562,-0.183105,0.272888,-0.708252,-0.262177,-0.595917,-80.848389,16.842041,0.999512,0.109375,0.034668,-0.854492,-1.098633,-0.366211,-0.681000,0.151764,0.671173,0.250366,-81.958008,-100.870972
37210,0.985840,0.086914,0.239258,1.525879,-1.708984,1.953125,-0.275513,0.557037,0.265594,0.737030,-75.338745,-154.187622,1.010254,-0.083984,-0.145508,-0.427246,-0.976562,-0.183105,0.272888,-0.708252,-0.262177,-0.595917,-80.848389,16.842041,0.999512,0.109375,0.034668,-0.854492,-1.098633,-0.366211,-0.681000,0.151764,0.671173,0.250366,-81.958008,-100.870972
37220,0.985840,0.086914,0.239258,1.525879,-1.708984,1.953125,-0.275513,0.557037,0.265594,0.737030,-75.338745,-154.187622,1.010254,-0.083984,-0.145508,-0.427246,-0.976562,-0.183105,0.272888,-0.708252,-0.262177,-0.595917,-80.848389,16.842041,0.999512,0.109375,0.034668,-0.854492,-1.098633,-0.366211,-0.681000,0.151764,0.671173,0.250366,-81.958008,-100.870972
37230,0.985840,0.086914,0.239258,1.525879,-1.708984,1.953125,-0.275513,0.557037,0.265594,0.737030,-75.338745,-154.187622,1.010254,-0.083984,-0.145508,-0.427246,-0.976562,-0.183105,0.272888,-0.708252,-0.262177,-0.595917,-80.848389,16.842041,0.999512,0.109375,0.034668,-0.854492,-1.098633,-0.366211,-0.681000,0.151764,0.671173,0.250366,-81.958008,-100.870972
37240,0.985840,0.086426,0.240723,1.647949,-1.281738,1.831055,-0.276489,0.557159,0.266113,0.736389,-75.399170,-153.967896,1.002441,-0.081055,-0.156250,-0.366211,-0.671387,0.183105,0.272522,-0.708649,-0.261871,-0.595764,-80.804443,16.891479,0.994141,0.116699,0.035645,-0.671387,-1.159668,-0.305176,-0.681519,0.149628,0.671997,0.247955,-81.979980,-100.838013
37250,0.985840,0.086426,0.240723,1.647949,-1.281738,1.831055,-0.276489,0.557159,0.266113,0.736389,-75.399170,-153.967896,1.002441,-0.081055,-0.156250,-0.366211,-0.671387,0.183105,0.272522,-0.708649,-0.261871,-0.595764,-80.804443,16.891479,0.994141,0.116699,0.035645,-0.671387,-1.159668,-0.305176,-0.681519,0.149628,0.671997,0.247955,-81.979980,-100.838013
37260,0.985840,0.086426,0.240723,1.647949,-1.281738,1.831055,-0.276489,0.557159,0.266113,0.736389,-75.399170,-153.967896,1.002441,-0.081055,-0.156250,-0.366211,-0.671387,0.183105,0.272522,-0.708649,-0.261871,-0.595764,-80.804443,16.891479,0.994141,0.116699,0.035645,-0.671387,-1.159668,-0.305176,-0.681519,0.149628,0.671997,0.247955,-81.979980,-100.838013
37270,0.985840,0.085938,0.240234,1.464844,-0.732422,1.647949,-0.277435,0.557220,0.266632,0.735779,-75.459595,-153.704224,1.004395,-0.066895,-0.149902,0.366211,-0.671387,-0.244141,0.272034,-0.708893,-0.261597,-0.595825,-80.787964,16.957397,0.992188,0.125000,0.030273,0.061035,-0.854492,-0.305176,-0.682190,0.147034,0.672913,0.245239,-81.996460,-100.766602
37280,0.985840,0.085938,0.240234,1.464844,-0.732422,1.647949,-0.277435,0.557220,0.266632,0.735779,-75.459595,-153.704224,1.004395,-0.066895,-0.149902,0.366211,-0.671387,-0.244141,0.272034,-0.708893,-0.261597,-0.595825,-80.787964,16.957397,0.992188,0.125000,0.030273,0.061035,-0.854492,-0.305176,-0.682190,0.147034,0.672913,0.245239,-81.996460,-100.766602
37290,0.985840,0.085938,0.240234,1.464844,-0.732422,1.647949,-0.277435,0.557220,0.266632,0.735779,-75.459595,-153.704224,1.004395,-0.066895,-0.149902,0.366211,-0.671387,-0.244141,0.272034,-0.708893,-0.261597,-0.595825,-80.787964,16.957397,0.992188,0.125000,0.030273,0.061035,-0.854492,-0.305176,-0.682190,0.147034,0.672913,0.245239,-81.996460,-100.766602
37300,0.985840,0.085938,0.240234,1.464844,-0.732422,1.647949,-0.278564,0.557190,0.267151,0.735199,-75.498047,-153.484497,1.004883,-0.067871,-0.157715,-0.061035,-1.403809,0.000000,0.271332,-0.709320,-0.261108,-0.595825,-80.760498,17.023315,0.998047,0.109375,0.039062,0.000000,-1.342773,-0.061035,-0.682770,0.144714,0.673798,0.242584,-82.023926,-100.706177
37310,0.985840,0.085938,0.240234,1.464844,-0.732422,1.647949,-0.278564,0.557190,0.267151,0.735199,-75.498047,-153.484497,1.004883,-0.067871,-0.157715,-0.061035,-1.403809,0.000000,0.271332,-0.709320,-0.261108,-0.595825,-80.760498,17.023315,0.998047,0.109375,0.039062,0.000000,-1.342773,-0.061035,-0.682770,0.144714,0.673798,0.242584,-82.023926,-100.706177
37320,0.985840,0.085938,0.240234,1.464844,-0.732422,1.647949,-0.278564,0.557190,0.267151,0.735199,-75.498047,-153.484497,1.004883,-0.067871,-0.157715,-0.061035,-1.403809,0.000000,0.271332,-0.709320,-0.261108,-0.595825,-80.760498,17.023315,0.998047,0.109375,0.039062,0.000000,-1.342773,-0.061035,-0.682770,0.144714,0.673798,0.242584,-82.023926,-100.706177
37330,0.984863,0.084473,0.240723,1.159668,0.000000,1.464844,-0.279449,0.557037,0.267517,0.734863,-75.514526,-153.253784,1.012695,-0.076660,-0.147949,1.098633,-0.488281,-0.366211,0.270935,-0.709595,-0.260895,-0.595764,-80.727539,17.111206,0.999512,0.117676,0.031738,0.488281,-1.342773,0.000000,-0.683289,0.142395,0.674683,0.239960,-82.051392,-100.673218
37340,0.984863,0.084473,0.240723,1.159668,0.000000,1.464844,-0.279449,0.557037,0.267517,0.734863,-75.514526,-153.253784,1.012695,-0.076660,-0.147949,1.098633,-0.488281,-0.366211,0.270935,-0.709595,-0.260895,-0.595764,-80.727539,17.111206,0.999512,0.117676,0.031738,0.488281,-1.342773,0.000000,-0.683289,0.142395,0.674683,0.239960,-82.051392,-100.673218
37350,0.984863,0.084473,0.240723,1.159668,0.000000,1.464844,-0.279449,0.557037,0.267517,0.734863,-75.514526,-153.253784,1.012695,-0.076660,-0.147949,1.098633,-0.488281,-0.366211,0.270935,-0.709595,-0.260895,-0.595764,-80.727539,17.111206,0.999512,0.117676,0.031738,0.488281,-1.342773,0.000000,-0.683289,0.142395,0.674683,0.239960,-82.051392,-100.673218
