,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
4500,0.984375,0.049316,0.224609,-1.159668,-4.577637,-2.807617,-0.172607,-0.618134,0.101990,-0.760040,-77.107544,142.360840,1.023438,-0.084473,-0.106934,1.281738,-0.549316,-0.244141,0.072632,-0.759888,-0.034943,-0.644989,-80.183716,-13.804321,0.985840,0.133301,0.066406,1.953125,0.000000,0.000000,-0.201294,0.636536,0.282379,0.688843,-82.177734,142.871704
4510,0.992676,0.054688,0.215332,-1.220703,-5.859375,-3.601074,-0.173462,-0.619324,0.102051,-0.758881,-77.244873,141.707153,1.019531,-0.074707,-0.119141,4.882812,0.000000,-0.183105,0.075134,-0.759430,-0.037354,-0.645111,-80.222168,-13.721924,0.998535,0.131348,0.038574,3.845215,-0.671387,0.549316,-0.200958,0.636719,0.282074,0.688904,-82.172241,142.800293
4520,0.992676,0.054688,0.215332,-1.220703,-5.859375,-3.601074,-0.173462,-0.619324,0.102051,-0.758881,-77.244873,141.707153,1.019531,-0.074707,-0.119141,4.882812,0.000000,-0.183105,0.075134,-0.759430,-0.037354,-0.645111,-80.222168,-13.721924,0.998535,0.131348,0.038574,3.845215,-0.671387,0.549316,-0.200958,0.636719,0.282074,0.688904,-82.172241,142.800293
4530,0.992676,0.054688,0.215332,-1.220703,-5.859375,-3.601074,-0.173462,-0.619324,0.102051,-0.758881,-77.244873,141.707153,1.019531,-0.074707,-0.119141,4.882812,0.000000,-0.183105,0.075134,-0.759430,-0.037354,-0.645111,-80.222168,-13.721924,0.998535,0.131348,0.038574,3.845215,-0.671387,0.549316,-0.200958,0.636719,0.282074,0.688904,-82.172241,142.800293
4540,1.001465,0.057129,0.198242,-0.915527,-6.469727,-3.784180,-0.174225,-0.620697,0.102051,-0.757599,-77.431641,140.866699,0.990234,-0.070312,-0.169434,4.699707,-0.549316,-0.183105,0.076294,-0.759338,-0.038422,-0.645020,-80.233154,-13.672485,0.991211,0.132324,0.030762,2.624512,-1.342773,0.488281,-0.201538,0.636810,0.282684,0.688385,-82.194214,142.564087
4550,1.001465,0.057129,0.198242,-0.915527,-6.469727,-3.784180,-0.174225,-0.620697,0.102051,-0.757599,-77.431641,140.866699,0.990234,-0.070312,-0.169434,4.699707,-0.549316,-0.183105,0.076294,-0.759338,-0.038422,-0.645020,-80.233154,-13.672485,0.991211,0.132324,0.030762,2.624512,-1.342773,0.488281,-0.201538,0.636810,0.282684,0.688385,-82.194214,142.564087
4560,1.001465,0.057129,0.198242,-0.915527,-6.469727,-3.784180,-0.174225,-0.620697,0.102051,-0.757599,-77.431641,140.866699,0.990234,-0.070312,-0.169434,4.699707,-0.549316,-0.183105,0.076294,-0.759338,-0.038422,-0.645020,-80.233154,-13.672485,0.991211,0.132324,0.030762,2.624512,-1.342773,0.488281,-0.201538,0.636810,0.282684,0.688385,-82.194214,142.564087
4570,1.007324,0.059082,0.184082,0.305176,-5.859375,-3.356934,-0.174896,-0.622345,0.101868,-0.756073,-77.601929,140.130615,0.998047,-0.070801,-0.181641,5.676270,-1.098633,-0.427246,0.077179,-0.759583,-0.039307,-0.644562,-80.178223,-13.502197,0.996094,0.130371,0.016602,2.563477,-0.854492,0.183105,-0.202301,0.636810,0.283417,0.687866,-82.221680,142.360840
4580,1.007324,0.059082,0.184082,0.305176,-5.859375,-3.356934,-0.174896,-0.622345,0.101868,-0.756073,-77.601929,140.130615,0.998047,-0.070801,-0.181641,5.676270,-1.098633,-0.427246,0.077179,-0.759583,-0.039307,-0.644562,-80.178223,-13.502197,0.996094,0.130371,0.016602,2.563477,-0.854492,0.183105,-0.202301,0.636810,0.283417,0.687866,-82.221680,142.360840
4590,1.007324,0.059082,0.184082,0.305176,-5.859375,-3.356934,-0.174896,-0.622345,0.101868,-0.756073,-77.601929,140.130615,0.998047,-0.070801,-0.181641,5.676270,-1.098633,-0.427246,0.077179,-0.759583,-0.039307,-0.644562,-80.178223,-13.502197,0.996094,0.130371,0.016602,2.563477,-0.854492,0.183105,-0.202301,0.636810,0.283417,0.687866,-82.221680,142.360840
4600,1.008301,0.063477,0.175293,2.746582,-4.394531,-2.319336,-0.175140,-0.623749,0.101501,-0.754913,-77.761230,139.432983,1.000000,-0.068359,-0.165527,5.371094,-1.831055,-0.610352,0.078156,-0.759796,-0.040314,-0.644165,-80.139771,-13.320923,0.994629,0.131348,0.023926,1.403809,-0.793457,0.000000,-0.202972,0.636719,0.284241,0.687408,-82.227173,142.174072
4610,1.008301,0.063477,0.175293,2.746582,-4.394531,-2.319336,-0.175140,-0.623749,0.101501,-0.754913,-77.761230,139.432983,1.000000,-0.068359,-0.165527,5.371094,-1.831055,-0.610352,0.078156,-0.759796,-0.040314,-0.644165,-80.139771,-13.320923,0.994629,0.131348,0.023926,1.403809,-0.793457,0.000000,-0.202972,0.636719,0.284241,0.687408,-82.227173,142.174072
4620,1.008301,0.063477,0.175293,2.746582,-4.394531,-2.319336,-0.175140,-0.623749,0.101501,-0.754913,-77.761230,139.432983,1.000000,-0.068359,-0.165527,5.371094,-1.831055,-0.610352,0.078156,-0.759796,-0.040314,-0.644165,-80.139771,-13.320923,0.994629,0.131348,0.023926,1.403809,-0.793457,0.000000,-0.202972,0.636719,0.284241,0.687408,-82.227173,142.174072
4630,1.008301,0.063477,0.175293,2.746582,-4.394531,-2.319336,-0.175140,-0.623749,0.101501,-0.754913,-77.761230,139.432983,1.000000,-0.068359,-0.165527,5.371094,-1.831055,-0.610352,0.078156,-0.759796,-0.040314,-0.644165,-80.139771,-13.320923,0.994629,0.131348,0.023926,1.403809,-0.793457,0.000000,-0.202972,0.636719,0.284241,0.687408,-82.227173,142.174072
4640,1.008301,0.063477,0.175293,2.746582,-4.394531,-2.319336,-0.174744,-0.625244,0.100586,-0.753906,-77.920532,138.834229,1.005859,-0.063965,-0.170898,3.784180,-1.464844,-0.366211,0.078705,-0.760101,-0.040955,-0.643677,-80.073853,-13.117676,0.995117,0.126465,0.030762,1.770020,-1.220703,0.671387,-0.202881,0.636871,0.284180,0.687317,-82.238159,142.020264
4650,1.008301,0.063477,0.175293,2.746582,-4.394531,-2.319336,-0.174744,-0.625244,0.100586,-0.753906,-77.920532,138.834229,1.005859,-0.063965,-0.170898,3.784180,-1.464844,-0.366211,0.078705,-0.760101,-0.040955,-0.643677,-80.073853,-13.117676,0.995117,0.126465,0.030762,1.770020,-1.220703,0.671387,-0.202881,0.636871,0.284180,0.687317,-82.238159,142.020264
4660,1.008301,0.063477,0.175293,2.746582,-4.394531,-2.319336,-0.174744,-0.625244,0.100586,-0.753906,-77.920532,138.834229,1.005859,-0.063965,-0.170898,3.784180,-1.464844,-0.366211,0.078705,-0.760101,-0.040955,-0.643677,-80.073853,-13.117676,0.995117,0.126465,0.030762,1.770020,-1.220703,0.671387,-0.202881,0.636871,0.284180,0.687317,-82.238159,142.020264
4670,1.005371,0.070801,0.175781,5.920410,-2.746582,-0.854492,-0.173553,-0.626282,0.099152,-0.753510,-78.019409,138.537598,1.013672,-0.056641,-0.176270,3.540039,0.061035,-0.183105,0.079132,-0.760162,-0.041443,-0.643524,-80.051880,-13.002319,0.999512,0.139160,0.020996,0.427246,-0.732422,-0.366211,-0.203217,0.636871,0.284790,0.686981,-82.232666,141.838989
4680,1.005371,0.070801,0.175781,5.920410,-2.746582,-0.854492,-0.173553,-0.626282,0.099152,-0.753510,-78.019409,138.537598,1.013672,-0.056641,-0.176270,3.540039,0.061035,-0.183105,0.079132,-0.760162,-0.041443,-0.643524,-80.051880,-13.002319,0.999512,0.139160,0.020996,0.427246,-0.732422,-0.366211,-0.203217,0.636871,0.284790,0.686981,-82.232666,141.838989
4690,1.005371,0.070801,0.175781,5.920410,-2.746582,-0.854492,-0.173553,-0.626282,0.099152,-0.753510,-78.019409,138.537598,1.013672,-0.056641,-0.176270,3.540039,0.061035,-0.183105,0.079132,-0.760162,-0.041443,-0.643524,-80.051880,-13.002319,0.999512,0.139160,0.020996,0.427246,-0.732422,-0.366211,-0.203217,0.636871,0.284790,0.686981,-82.232666,141.838989
4700,1.000488,0.083008,0.183594,8.911133,-1.342773,0.549316,-0.171783,-0.627197,0.097260,-0.753387,-78.101807,138.411255,1.008301,-0.046875,-0.186035,-0.732422,0.549316,0.183105,0.078522,-0.760223,-0.040863,-0.643555,-80.051880,-13.013306,0.997559,0.134766,0.017090,-1.464844,-0.427246,-0.793457,-0.203278,0.636810,0.285187,0.686829,-82.221680,141.679688
4710,1.000488,0.083008,0.183594,8.911133,-1.342773,0.549316,-0.171783,-0.627197,0.097260,-0.753387,-78.101807,138.411255,1.008301,-0.046875,-0.186035,-0.732422,0.549316,0.183105,0.078522,-0.760223,-0.040863,-0.643555,-80.051880,-13.013306,0.997559,0.134766,0.017090,-1.464844,-0.427246,-0.793457,-0.203278,0.636810,0.285187,0.686829,-82.221680,141.679688
4720,1.000488,0.083008,0.183594,8.911133,-1.342773,0.549316,-0.171783,-0.627197,0.097260,-0.753387,-78.101807,138.411255,1.008301,-0.046875,-0.186035,-0.732422,0.549316,0.183105,0.078522,-0.760223,-0.040863,-0.643555,-80.051880,-13.013306,0.997559,0.134766,0.017090,-1.464844,-0.427246,-0.793457,-0.203278,0.636810,0.285187,0.686829,-82.221680,141.679688
4730,0.996582,0.094727,0.195312,10.864258,-0.244141,1.831055,-0.169067,-0.628052,0.094604,-0.753662,-78.140259,138.493652,1.001953,-0.032715,-0.181152,-4.821777,1.037598,-0.061035,0.076111,-0.760345,-0.038757,-0.643829,-80.062866,-13.084717,0.991211,0.141113,0.019531,-3.784180,-0.305176,-0.793457,-0.203033,0.636780,0.285339,0.686890,-82.188721,141.597290
4740,0.996582,0.094727,0.195312,10.864258,-0.244141,1.831055,-0.169067,-0.628052,0.094604,-0.753662,-78.140259,138.493652,1.001953,-0.032715,-0.181152,-4.821777,1.037598,-0.061035,0.076111,-0.760345,-0.038757,-0.643829,-80.062866,-13.084717,0.991211,0.141113,0.019531,-3.784180,-0.305176,-0.793457,-0.203033,0.636780,0.285339,0.686890,-82.188721,141.597290
4750,0.996582,0.094727,0.195312,10.864258,-0.244141,1.831055,-0.169067,-0.628052,0.094604,-0.753662,-78.140259,138.493652,1.001953,-0.032715,-0.181152,-4.821777,1.037598,-0.061035,0.076111,-0.760345,-0.038757,-0.643829,-80.062866,-13.084717,0.991211,0.141113,0.019531,-3.784180,-0.305176,-0.793457,-0.203033,0.636780,0.285339,0.686890,-82.188721,141.597290
4760,0.991699,0.102539,0.204102,11.047363,0.427246,2.624512,-0.166351,-0.628601,0.092072,-0.754089,-78.156738,138.724365,1.004395,-0.050781,-0.168945,-6.164551,0.488281,0.000000,0.073975,-0.760468,-0.036926,-0.644043,-80.084839,-13.134155,0.995605,0.134277,0.032227,-3.601074,-0.061035,-0.671387,-0.202087,0.636963,0.284637,0.687256,-82.161255,141.536865
4770,0.991699,0.102539,0.204102,11.047363,0.427246,2.624512,-0.166351,-0.628601,0.092072,-0.754089,-78.156738,138.724365,1.004395,-0.050781,-0.168945,-6.164551,0.488281,0.000000,0.073975,-0.760468,-0.036926,-0.644043,-80.084839,-13.134155,0.995605,0.134277,0.032227,-3.601074,-0.061035,-0.671387,-0.202087,0.636963,0.284637,0.687256,-82.161255,141.536865
4780,0.991699,0.102539,0.204102,11.047363,0.427246,2.624512,-0.166351,-0.628601,0.092072,-0.754089,-78.156738,138.724365,1.004395,-0.050781,-0.168945,-6.164551,0.488281,0.000000,0.073975,-0.760468,-0.036926,-0.644043,-80.084839,-13.134155,0.995605,0.134277,0.032227,-3.601074,-0.061035,-0.671387,-0.202087,0.636963,0.284637,0.687256,-82.161255,141.536865
4790,0.991699,0.102539,0.204102,11.047363,0.427246,2.624512,-0.166351,-0.628601,0.092072,-0.754089,-78.156738,138.724365,1.004395,-0.050781,-0.168945,-6.164551,0.488281,0.000000,0.073975,-0.760468,-0.036926,-0.644043,-80.084839,-13.134155,0.995605,0.134277,0.032227,-3.601074,-0.061035,-0.671387,-0.202087,0.636963,0.284637,0.687256,-82.161255,141.536865
4800,0.991699,0.102539,0.204102,11.047363,0.427246,2.624512,-0.163025,-0.629028,0.089050,-0.754822,-78.151245,139.152832,1.018066,-0.101562,-0.138672,-3.967285,-0.488281,-1.770020,0.073395,-0.760498,-0.036682,-0.644104,-80.095825,-13.079224,0.992188,0.138184,0.041992,-0.732422,-0.305176,0.000000,-0.201202,0.637238,0.283844,0.687622,-82.150269,141.492920
4810,0.991699,0.102539,0.204102,11.047363,0.427246,2.624512,-0.163025,-0.629028,0.089050,-0.754822,-78.151245,139.152832,1.018066,-0.101562,-0.138672,-3.967285,-0.488281,-1.770020,0.073395,-0.760498,-0.036682,-0.644104,-80.095825,-13.079224,0.992188,0.138184,0.041992,-0.732422,-0.305176,0.000000,-0.201202,0.637238,0.283844,0.687622,-82.150269,141.492920
4820,0.991699,0.102539,0.204102,11.047363,0.427246,2.624512,-0.163025,-0.629028,0.089050,-0.754822,-78.151245,139.152832,1.018066,-0.101562,-0.138672,-3.967285,-0.488281,-1.770020,0.073395,-0.760498,-0.036682,-0.644104,-80.095825,-13.079224,0.992188,0.138184,0.041992,-0.732422,-0.305176,0.000000,-0.201202,0.637238,0.283844,0.687622,-82.150269,141.492920
4830,0.989746,0.102051,0.210449,9.338379,0.793457,2.868652,-0.160431,-0.629242,0.086823,-0.755463,-78.140259,139.559326,1.014160,-0.103027,-0.129883,1.647949,-0.732422,-1.586914,0.075592,-0.760284,-0.039398,-0.643951,-80.112305,-12.645264,0.990723,0.122070,0.047363,1.342773,-0.732422,0.488281,-0.200409,0.637665,0.282898,0.687866,-82.161255,141.372070
4840,0.989746,0.102051,0.210449,9.338379,0.793457,2.868652,-0.160431,-0.629242,0.086823,-0.755463,-78.140259,139.559326,1.014160,-0.103027,-0.129883,1.647949,-0.732422,-1.586914,0.075592,-0.760284,-0.039398,-0.643951,-80.112305,-12.645264,0.990723,0.122070,0.047363,1.342773,-0.732422,0.488281,-0.200409,0.637665,0.282898,0.687866,-82.161255,141.372070
4850,0.989746,0.102051,0.210449,9.338379,0.793457,2.868652,-0.160431,-0.629242,0.086823,-0.755463,-78.140259,139.559326,1.014160,-0.103027,-0.129883,1.647949,-0.732422,-1.586914,0.075592,-0.760284,-0.039398,-0.643951,-80.112305,-12.645264,0.990723,0.122070,0.047363,1.342773,-0.732422,0.488281,-0.200409,0.637665,0.282898,0.687866,-82.161255,141.372070
4860,0.988281,0.094727,0.211914,6.164551,0.610352,2.563477,-0.158295,-0.629333,0.085083,-0.756042,-78.118286,140.020752,1.004395,-0.062500,-0.163086,3.234863,-0.122070,-0.915527,0.076233,-0.760223,-0.040344,-0.643860,-80.117798,-12.409058,0.988281,0.129395,0.038086,2.502441,-1.525879,0.732422,-0.199982,0.638092,0.282379,0.687805,-82.188721,141.146851
4870,0.988281,0.094727,0.211914,6.164551,0.610352,2.563477,-0.158295,-0.629333,0.085083,-0.756042,-78.118286,140.020752,1.004395,-0.062500,-0.163086,3.234863,-0.122070,-0.915527,0.076233,-0.760223,-0.040344,-0.643860,-80.117798,-12.409058,0.988281,0.129395,0.038086,2.502441,-1.525879,0.732422,-0.199982,0.638092,0.282379,0.687805,-82.188721,141.146851
4880,0.988281,0.094727,0.211914,6.164551,0.610352,2.563477,-0.158295,-0.629333,0.085083,-0.756042,-78.118286,140.020752,1.004395,-0.062500,-0.163086,3.234863,-0.122070,-0.915527,0.076233,-0.760223,-0.040344,-0.643860,-80.117798,-12.409058,0.988281,0.129395,0.038086,2.502441,-1.525879,0.732422,-0.199982,0.638092,0.282379,0.687805,-82.188721,141.146851
4890,0.987305,0.082031,0.210449,2.319336,0.061035,1.953125,-0.156525,-0.629333,0.083862,-0.756531,-78.107300,140.372314,1.001465,-0.051270,-0.159180,3.417969,-0.976562,0.000000,0.076508,-0.760315,-0.040680,-0.643707,-80.101318,-12.315674,1.001953,0.135254,0.018555,2.441406,-1.403809,0.549316,-0.200531,0.638306,0.282959,0.687195,-82.221680,140.767822
4900,0.987305,0.082031,0.210449,2.319336,0.061035,1.953125,-0.156525,-0.629333,0.083862,-0.756531,-78.107300,140.372314,1.001465,-0.051270,-0.159180,3.417969,-0.976562,0.000000,0.076508,-0.760315,-0.040680,-0.643707,-80.101318,-12.315674,1.001953,0.135254,0.018555,2.441406,-1.403809,0.549316,-0.200531,0.638306,0.282959,0.687195,-82.221680,140.767822
4910,0.987305,0.082031,0.210449,2.319336,0.061035,1.953125,-0.156525,-0.629333,0.083862,-0.756531,-78.107300,140.372314,1.001465,-0.051270,-0.159180,3.417969,-0.976562,0.000000,0.076508,-0.760315,-0.040680,-0.643707,-80.101318,-12.315674,1.001953,0.135254,0.018555,2.441406,-1.403809,0.549316,-0.200531,0.638306,0.282959,0.687195,-82.221680,140.767822
4920,0.987305,0.082031,0.210449,2.319336,0.061035,1.953125,-0.155731,-0.629303,0.083527,-0.756775,-78.107300,140.630493,0.993164,-0.062012,-0.190430,-0.244141,-1.159668,0.305176,0.076324,-0.760651,-0.040375,-0.643341,-80.051880,-12.293701,0.998047,0.126953,0.017578,1.770020,-0.671387,0.244141,-0.201263,0.638245,0.283691,0.686737,-82.238159,140.581055
4930,0.987305,0.082031,0.210449,2.319336,0.061035,1.953125,-0.155731,-0.629303,0.083527,-0.756775,-78.107300,140.630493,0.993164,-0.062012,-0.190430,-0.244141,-1.159668,0.305176,0.076324,-0.760651,-0.040375,-0.643341,-80.051880,-12.293701,0.998047,0.126953,0.017578,1.770020,-0.671387,0.244141,-0.201263,0.638245,0.283691,0.686737,-82.238159,140.581055
4940,0.987305,0.082031,0.210449,2.319336,0.061035,1.953125,-0.155731,-0.629303,0.083527,-0.756775,-78.107300,140.630493,0.993164,-0.062012,-0.190430,-0.244141,-1.159668,0.305176,0.076324,-0.760651,-0.040375,-0.643341,-80.051880,-12.293701,0.998047,0.126953,0.017578,1.770020,-0.671387,0.244141,-0.201263,0.638245,0.283691,0.686737,-82.238159,140.581055
4950,0.986328,0.069824,0.207520,-0.976562,-0.549316,1.342773,-0.155823,-0.629242,0.084198,-0.756744,-78.123779,140.822754,1.009277,-0.070312,-0.188477,-1.037598,-0.854492,0.000000,0.075714,-0.761017,-0.039795,-0.643005,-79.996948,-12.222290,1.001953,0.141113,0.013672,2.563477,0.244141,0.183105,-0.202179,0.637970,0.284607,0.686310,-82.249146,140.553589
4960,0.986328,0.069824,0.207520,-0.976562,-0.549316,1.342773,-0.155823,-0.629242,0.084198,-0.756744,-78.123779,140.822754,1.009277,-0.070312,-0.188477,-1.037598,-0.854492,0.000000,0.075714,-0.761017,-0.039795,-0.643005,-79.996948,-12.222290,1.001953,0.141113,0.013672,2.563477,0.244141,0.183105,-0.202179,0.637970,0.284607,0.686310,-82.249146,140.553589
4970,0.986328,0.069824,0.207520,-0.976562,-0.549316,1.342773,-0.155823,-0.629242,0.084198,-0.756744,-78.123779,140.822754,1.009277,-0.070312,-0.188477,-1.037598,-0.854492,0.000000,0.075714,-0.761017,-0.039795,-0.643005,-79.996948,-12.222290,1.001953,0.141113,0.013672,2.563477,0.244141,0.183105,-0.202179,0.637970,0.284607,0.686310,-82.249146,140.553589
4980,0.984863,0.061035,0.204102,-3.173828,-0.976562,0.854492,-0.156403,-0.629181,0.085266,-0.756561,-78.151245,140.916138,0.998047,-0.059082,-0.176270,2.990723,-0.122070,0.061035,0.075714,-0.761139,-0.039795,-0.642883,-79.974976,-12.194824,0.995117,0.127930,0.014160,2.258301,0.488281,0.000000,-0.203339,0.637543,0.285706,0.685913,-82.249146,140.674438
4990,0.984863,0.061035,0.204102,-3.173828,-0.976562,0.854492,-0.156403,-0.629181,0.085266,-0.756561,-78.151245,140.916138,0.998047,-0.059082,-0.176270,2.990723,-0.122070,0.061035,0.075714,-0.761139,-0.039795,-0.642883,-79.974976,-12.194824,0.995117,0.127930,0.014160,2.258301,0.488281,0.000000,-0.203339,0.637543,0.285706,0.685913,-82.249146,140.674438
5000,0.984863,0.061035,0.204102,-3.173828,-0.976562,0.854492,-0.156403,-0.629181,0.085266,-0.756561,-78.151245,140.916138,0.998047,-0.059082,-0.176270,2.990723,-0.122070,0.061035,0.075714,-0.761139,-0.039795,-0.642883,-79.974976,-12.194824,0.995117,0.127930,0.014160,2.258301,0.488281,0.000000,-0.203339,0.637543,0.285706,0.685913,-82.249146,140.674438
5010,0.983398,0.055664,0.202148,-4.028320,-1.098633,0.671387,-0.157196,-0.629089,0.086548,-0.756287,-78.184204,140.971069,1.003906,-0.083496,-0.193848,1.098633,0.061035,-0.183105,0.076111,-0.761383,-0.040009,-0.642548,-79.925537,-12.172852,0.994629,0.129395,0.021484,3.356934,1.342773,0.000000,-0.204163,0.637146,0.286316,0.685791,-82.254639,140.910645
5020,0.983398,0.055664,0.202148,-4.028320,-1.098633,0.671387,-0.157196,-0.629089,0.086548,-0.756287,-78.184204,140.971069,1.003906,-0.083496,-0.193848,1.098633,0.061035,-0.183105,0.076111,-0.761383,-0.040009,-0.642548,-79.925537,-12.172852,0.994629,0.129395,0.021484,3.356934,1.342773,0.000000,-0.204163,0.637146,0.286316,0.685791,-82.254639,140.910645
5030,0.983398,0.055664,0.202148,-4.028320,-1.098633,0.671387,-0.157196,-0.629089,0.086548,-0.756287,-78.184204,140.971069,1.003906,-0.083496,-0.193848,1.098633,0.061035,-0.183105,0.076111,-0.761383,-0.040009,-0.642548,-79.925537,-12.172852,0.994629,0.129395,0.021484,3.356934,1.342773,0.000000,-0.204163,0.637146,0.286316,0.685791,-82.254639,140.910645
5040,0.980957,0.054199,0.196777,-3.784180,-1.464844,0.732422,-0.158234,-0.629028,0.088196,-0.755951,-78.222656,141.004028,1.005371,-0.083008,-0.187500,0.732422,2.502441,-0.061035,0.076752,-0.761169,-0.040436,-0.642670,-79.931030,-12.233276,0.992188,0.121582,0.031738,3.662109,1.892090,0.061035,-0.204742,0.636688,0.286621,0.685913,-82.249146,141.317139
5050,0.980957,0.054199,0.196777,-3.784180,-1.464844,0.732422,-0.158234,-0.629028,0.088196,-0.755951,-78.222656,141.004028,1.005371,-0.083008,-0.187500,0.732422,2.502441,-0.061035,0.076752,-0.761169,-0.040436,-0.642670,-79.931030,-12.233276,0.992188,0.121582,0.031738,3.662109,1.892090,0.061035,-0.204742,0.636688,0.286621,0.685913,-82.249146,141.317139
5060,0.980957,0.054199,0.196777,-3.784180,-1.464844,0.732422,-0.158234,-0.629028,0.088196,-0.755951,-78.222656,141.004028,1.005371,-0.083008,-0.187500,0.732422,2.502441,-0.061035,0.076752,-0.761169,-0.040436,-0.642670,-79.931030,-12.233276,0.992188,0.121582,0.031738,3.662109,1.892090,0.061035,-0.204742,0.636688,0.286621,0.685913,-82.249146,141.317139
5070,0.980957,0.054199,0.196777,-3.784180,-1.464844,0.732422,-0.158234,-0.629028,0.088196,-0.755951,-78.222656,141.004028,1.005371,-0.083008,-0.187500,0.732422,2.502441,-0.061035,0.076752,-0.761169,-0.040436,-0.642670,-79.931030,-12.233276,0.992188,0.121582,0.031738,3.662109,1.892090,0.061035,-0.204742,0.636688,0.286621,0.685913,-82.249146,141.317139
5080,0.980957,0.054199,0.196777,-3.784180,-1.464844,0.732422,-0.159058,-0.629059,0.089539,-0.755585,-78.272095,141.031494,1.013672,-0.055176,-0.186035,1.159668,3.540039,0.366211,0.076721,-0.760651,-0.040161,-0.643311,-80.013428,-12.496948,0.989746,0.135742,0.025391,6.103516,2.319336,0.183105,-0.205750,0.636047,0.287384,0.685913,-82.243652,141.784058
5090,0.980957,0.054199,0.196777,-3.784180,-1.464844,0.732422,-0.159058,-0.629059,0.089539,-0.755585,-78.272095,141.031494,1.013672,-0.055176,-0.186035,1.159668,3.540039,0.366211,0.076721,-0.760651,-0.040161,-0.643311,-80.013428,-12.496948,0.989746,0.135742,0.025391,6.103516,2.319336,0.183105,-0.205750,0.636047,0.287384,0.685913,-82.243652,141.784058
5100,0.980957,0.054199,0.196777,-3.784180,-1.464844,0.732422,-0.159058,-0.629059,0.089539,-0.755585,-78.272095,141.031494,1.013672,-0.055176,-0.186035,1.159668,3.540039,0.366211,0.076721,-0.760651,-0.040161,-0.643311,-80.013428,-12.496948,0.989746,0.135742,0.025391,6.103516,2.319336,0.183105,-0.205750,0.636047,0.287384,0.685913,-82.243652,141.784058
5110,0.976562,0.056152,0.190918,-2.929688,-2.319336,0.915527,-0.159637,-0.629364,0.090851,-0.755035,-78.354492,141.047974,1.028320,-0.072754,-0.164551,6.713867,3.173828,-0.732422,0.077209,-0.760040,-0.040710,-0.643951,-80.106812,-12.623291,0.998047,0.141602,0.027344,7.568359,2.685547,0.000000,-0.207733,0.634918,0.289124,0.685669,-82.227173,142.366333
5120,0.976562,0.056152,0.190918,-2.929688,-2.319336,0.915527,-0.159637,-0.629364,0.090851,-0.755035,-78.354492,141.047974,1.028320,-0.072754,-0.164551,6.713867,3.173828,-0.732422,0.077209,-0.760040,-0.040710,-0.643951,-80.106812,-12.623291,0.998047,0.141602,0.027344,7.568359,2.685547,0.000000,-0.207733,0.634918,0.289124,0.685669,-82.227173,142.366333
5130,0.976562,0.056152,0.190918,-2.929688,-2.319336,0.915527,-0.159637,-0.629364,0.090851,-0.755035,-78.354492,141.047974,1.028320,-0.072754,-0.164551,6.713867,3.173828,-0.732422,0.077209,-0.760040,-0.040710,-0.643951,-80.106812,-12.623291,0.998047,0.141602,0.027344,7.568359,2.685547,0.000000,-0.207733,0.634918,0.289124,0.685669,-82.227173,142.366333
5140,0.972168,0.059570,0.181152,-2.075195,-3.845215,1.220703,-0.159760,-0.629974,0.091766,-0.754395,-78.469849,141.036987,1.023926,-0.084473,-0.212891,4.028320,6.591797,0.305176,0.078552,-0.759033,-0.041565,-0.644897,-80.238647,-12.980347,0.992676,0.107910,0.034668,7.202148,2.990723,-0.061035,-0.208771,0.634186,0.289764,0.685699,-82.216187,143.052979
5150,0.972168,0.059570,0.181152,-2.075195,-3.845215,1.220703,-0.159760,-0.629974,0.091766,-0.754395,-78.469849,141.036987,1.023926,-0.084473,-0.212891,4.028320,6.591797,0.305176,0.078552,-0.759033,-0.041565,-0.644897,-80.238647,-12.980347,0.992676,0.107910,0.034668,7.202148,2.990723,-0.061035,-0.208771,0.634186,0.289764,0.685699,-82.216187,143.052979
5160,0.972168,0.059570,0.181152,-2.075195,-3.845215,1.220703,-0.159760,-0.629974,0.091766,-0.754395,-78.469849,141.036987,1.023926,-0.084473,-0.212891,4.028320,6.591797,0.305176,0.078552,-0.759033,-0.041565,-0.644897,-80.238647,-12.980347,0.992676,0.107910,0.034668,7.202148,2.990723,-0.061035,-0.208771,0.634186,0.289764,0.685699,-82.216187,143.052979
5170,0.963379,0.064453,0.165039,-1.525879,-6.469727,1.586914,-0.159637,-0.630890,0.092529,-0.753601,-78.645630,140.998535,1.026367,-0.093262,-0.231445,5.004883,11.901855,0.000000,0.079651,-0.757629,-0.041931,-0.646423,-80.425415,-13.645020,0.991211,0.125000,0.012695,9.155273,3.540039,-0.183105,-0.210663,0.633087,0.291290,0.685516,-82.199707,143.739624
5180,0.963379,0.064453,0.165039,-1.525879,-6.469727,1.586914,-0.159637,-0.630890,0.092529,-0.753601,-78.645630,140.998535,1.026367,-0.093262,-0.231445,5.004883,11.901855,0.000000,0.079651,-0.757629,-0.041931,-0.646423,-80.425415,-13.645020,0.991211,0.125000,0.012695,9.155273,3.540039,-0.183105,-0.210663,0.633087,0.291290,0.685516,-82.199707,143.739624
